csOParentService,csoShortName,catalogitemNumber,csp,category,impactlevel,newService
,Azure Stream Analytics,ITEM-00115,azure,,IL4|IL5|IL6,TRUE
,Azure Key Vault,ITEM-00116,azure,,IL4|IL5|IL6,TRUE
,Azure Event Hubs,ITEM-00117,azure,,IL5|IL6,TRUE
,Azure Machine Learning,ITEM-00118,azure,,IL2|IL4,FALSE
,Azure Monitor,ITEM-00119,azure,,IL4,TRUE
,Azure Active Directory,ITEM-00120,azure,,IL2|IL4|IL5,TRUE
,Azure Monitor,ITEM-00121,azure,,IL2|IL5|IL6,TRUE
,Azure Backup,ITEM-00122,azure,,IL2|IL4|IL6,TRUE
,Azure DNS,ITEM-00123,azure,,IL2,FALSE
,Azure Cache for Redis,ITEM-00124,azure,,IL2,FALSE
,Azure Blob Storage,ITEM-00125,azure,,IL4|IL5|IL6,TRUE
,Azure Key Vault,ITEM-00126,azure,,IL2|IL4|IL5,FALSE
,Azure ExpressRoute,ITEM-00127,azure,,IL6,TRUE
,Azure Event Hubs,ITEM-00128,azure,,IL4|IL5,FALSE
,Azure Batch,ITEM-00129,azure,,IL2|IL4|IL6,TRUE
,Azure HDInsight,ITEM-00130,azure,,IL4|IL5,TRUE
,Azure API Management,ITEM-00131,azure,,IL4,TRUE
,Azure Cosmos DB,ITEM-00132,azure,,IL2|IL6,TRUE
,Azure Cache for Redis,ITEM-00133,azure,,IL4|IL5,FALSE
,Azure Key Vault,ITEM-00134,azure,,IL4|IL5,FALSE
,Azure SQL Database,ITEM-00135,azure,,IL4,TRUE
,Azure Analysis Services,ITEM-00136,azure,,IL4|IL5,FALSE
,Azure SignalR Service,ITEM-00137,azure,,IL5|IL6,FALSE
,Azure Synapse Analytics,ITEM-00138,azure,,IL2|IL4,TRUE
,Azure Databricks,ITEM-00139,azure,,IL2|IL4,TRUE
,Azure API Management,ITEM-00140,azure,,IL4|IL5,FALSE
,Azure Cosmos DB,ITEM-00141,azure,,IL5,FALSE
,Azure Data Factory,ITEM-00142,azure,,IL2,TRUE
,Azure Virtual Network,ITEM-00143,azure,,IL2,TRUE
,Azure Bastion,ITEM-00144,azure,,IL2|IL5,TRUE
,Azure Front Door,ITEM-00145,azure,,IL6,TRUE
,Azure Cosmos DB,ITEM-00146,azure,,IL4|IL5,FALSE
,Azure Analysis Services,ITEM-00147,azure,,IL5|IL6,TRUE
,Azure Kubernetes Service (AKS),ITEM-00148,azure,,IL2,TRUE
,Azure Monitor,ITEM-00149,azure,,IL4|IL5|IL6,FALSE
,Azure Active Directory,ITEM-00150,azure,,IL5|IL6,FALSE
,Azure Backup,ITEM-00151,azure,,IL4,FALSE
,Azure Service Bus,ITEM-00152,azure,,IL2|IL4|IL5,TRUE
,Azure HDInsight,ITEM-00153,azure,,IL2|IL4|IL5,TRUE
,Azure ExpressRoute,ITEM-00154,azure,,IL2|IL5,FALSE
,Azure Functions,ITEM-00155,azure,,IL4|IL5|IL6,TRUE
,Azure Container Instances,ITEM-00156,azure,,IL2|IL6,TRUE
,Azure Virtual Machines,ITEM-00157,azure,,IL4,TRUE
,Azure Data Factory,ITEM-00158,azure,,IL6,TRUE
,Azure Spring Apps,ITEM-00159,azure,,IL4|IL6,TRUE
,Azure Virtual Machines,ITEM-00160,azure,,IL5,FALSE
,Azure Active Directory,ITEM-00161,azure,,IL5,TRUE
,Azure Active Directory,ITEM-00162,azure,,IL2|IL5,FALSE
,Azure Monitor,ITEM-00163,azure,,IL2|IL4|IL6,TRUE
,Azure Functions,ITEM-00164,azure,,IL6,FALSE
,Azure Private Link,ITEM-00165,azure,,IL2|IL5|IL6,TRUE
,Azure Bastion,ITEM-00166,azure,,IL2|IL4|IL6,FALSE
,Azure Key Vault,ITEM-00167,azure,,IL5,FALSE
,Azure App Service,ITEM-00168,azure,,IL4|IL6,FALSE
,Azure SQL Database,ITEM-00169,azure,,IL5|IL6,FALSE
,Azure Data Factory,ITEM-00170,azure,,IL4|IL5|IL6,FALSE
,Azure Functions,ITEM-00171,azure,,IL4|IL5|IL6,FALSE
,Azure Monitor,ITEM-00172,azure,,IL2|IL6,TRUE
,Azure Key Vault,ITEM-00173,azure,,IL2|IL6,FALSE
,Azure Kubernetes Service (AKS),ITEM-00174,azure,,IL4|IL5|IL6,FALSE
,Azure Event Hubs,ITEM-00175,azure,,IL2|IL4|IL6,TRUE
,Azure ExpressRoute,ITEM-00176,azure,,IL4,TRUE
,Azure App Service,ITEM-00177,azure,,IL6,FALSE
,Azure HDInsight,ITEM-00178,azure,,IL2|IL4|IL5,TRUE
,Azure Site Recovery,ITEM-00179,azure,,IL2|IL6,TRUE
,Azure Cosmos DB,ITEM-00180,azure,,IL4|IL5|IL6,TRUE
,Azure API Management,ITEM-00181,azure,,IL5,TRUE
,Azure Logic Apps,ITEM-00182,azure,,IL5|IL6,TRUE
,Azure Traffic Manager,ITEM-00183,azure,,IL4|IL5|IL6,FALSE
,Azure Analysis Services,ITEM-00184,azure,,IL2,TRUE
,Azure Event Hubs,ITEM-00185,azure,,IL6,TRUE
,Azure Key Vault,ITEM-00186,azure,,IL4,FALSE
,Azure Load Balancer,ITEM-00187,azure,,IL2|IL4|IL5,TRUE
,Azure Advisor,ITEM-00188,azure,,IL6,TRUE
,Azure Machine Learning,ITEM-00189,azure,,IL5,FALSE
,Azure Databricks,ITEM-00190,azure,,IL2|IL6,FALSE
,Azure Arc,ITEM-00191,azure,,IL4|IL6,FALSE
,Azure Virtual Machines,ITEM-00192,azure,,IL4|IL5|IL6,TRUE
,Azure Cache for Redis,ITEM-00193,azure,,IL4|IL5|IL6,FALSE
,Azure Stream Analytics,ITEM-00194,azure,,IL2|IL6,FALSE
,Azure Backup,ITEM-00195,azure,,IL4|IL5|IL6,FALSE
,Azure Analysis Services,ITEM-00196,azure,,IL4,FALSE
,Azure DNS,ITEM-00197,azure,,IL2|IL4,TRUE
,Azure Synapse Analytics,ITEM-00198,azure,,IL2,TRUE
,Azure ExpressRoute,ITEM-00199,azure,,IL6,TRUE
,Azure Arc,ITEM-00200,azure,,IL2|IL4|IL6,TRUE
,Azure API Management,ITEM-00201,azure,,IL4|IL5,TRUE
,Azure Synapse Analytics,ITEM-00202,azure,,IL5|IL6,TRUE
,Azure Kubernetes Service (AKS),ITEM-00203,azure,,IL5,TRUE
,Azure Active Directory,ITEM-00204,azure,,IL4|IL6,TRUE
,Azure Data Factory,ITEM-00205,azure,,IL4|IL5|IL6,FALSE
,Azure Traffic Manager,ITEM-00206,azure,,IL2,FALSE
,Azure Site Recovery,ITEM-00207,azure,,IL6,FALSE
,Azure Site Recovery,ITEM-00208,azure,,IL2,TRUE
,Azure Batch,ITEM-00209,azure,,IL5,TRUE
,Azure DNS,ITEM-00210,azure,,IL2,FALSE
,Azure ExpressRoute,ITEM-00211,azure,,IL2|IL4|IL6,TRUE
,Azure Site Recovery,ITEM-00212,azure,,IL2,TRUE
,Azure Private Link,ITEM-00213,azure,,IL2|IL5,TRUE
,Azure ExpressRoute,ITEM-00214,azure,,IL2|IL4,FALSE
,Azure HDInsight,ITEM-00215,azure,,IL6,TRUE
,Azure Load Balancer,ITEM-00216,azure,,IL4|IL5,FALSE
,Azure Functions,ITEM-00217,azure,,IL4|IL6,TRUE
,Azure Load Balancer,ITEM-00218,azure,,IL2|IL5,TRUE
,Azure Arc,ITEM-00219,azure,,IL4|IL5,TRUE
,Azure Stream Analytics,ITEM-00220,azure,,IL2|IL6,TRUE
,Azure Blob Storage,ITEM-00221,azure,,IL4|IL5|IL6,TRUE
,Azure Analysis Services,ITEM-00222,azure,,IL2|IL5|IL6,TRUE
,Azure Blob Storage,ITEM-00223,azure,,IL2|IL5|IL6,TRUE
,Azure Kubernetes Service (AKS),ITEM-00224,azure,,IL2|IL4|IL6,TRUE
,Azure Arc,ITEM-00225,azure,,IL6,TRUE
,Azure Site Recovery,ITEM-00226,azure,,IL5|IL6,TRUE
,Azure Synapse Analytics,ITEM-00227,azure,,IL2|IL5|IL6,TRUE
,Azure Spring Apps,ITEM-00228,azure,,IL2|IL4|IL6,TRUE
,Azure API Management,ITEM-00229,azure,,IL2|IL5|IL6,TRUE
,Azure Data Factory,ITEM-00230,azure,,IL2,TRUE
,Azure Site Recovery,ITEM-00231,azure,,IL2|IL4|IL5,TRUE
,Azure Service Bus,ITEM-00232,azure,,IL2|IL6,TRUE
,Azure DNS,ITEM-00233,azure,,IL2|IL4|IL5,TRUE
,Azure API Management,ITEM-00234,azure,,IL4|IL5|IL6,FALSE
,Azure Traffic Manager,ITEM-00235,azure,,IL4|IL5|IL6,FALSE
,Azure Event Hubs,ITEM-00236,azure,,IL2|IL4|IL6,TRUE
,Azure Batch,ITEM-00237,azure,,IL4,FALSE
,Azure Service Bus,ITEM-00238,azure,,IL2|IL4|IL6,FALSE
,Azure ExpressRoute,ITEM-00239,azure,,IL5|IL6,FALSE
,Azure Cache for Redis,ITEM-00240,azure,,IL2|IL4,FALSE
,Azure Load Balancer,ITEM-00241,azure,,IL4|IL5|IL6,FALSE
,Azure Traffic Manager,ITEM-00242,azure,,IL4,FALSE
,Azure Load Balancer,ITEM-00243,azure,,IL2|IL4|IL5,TRUE
,Azure Spring Apps,ITEM-00244,azure,,IL6,FALSE
,Azure Stream Analytics,ITEM-00245,azure,,IL2|IL5|IL6,TRUE
,Azure Databricks,ITEM-00246,azure,,IL2|IL4|IL5,FALSE
,Azure Data Factory,ITEM-00247,azure,,IL2|IL4|IL6,TRUE
,Azure Analysis Services,ITEM-00248,azure,,IL2|IL6,TRUE
,Azure Event Hubs,ITEM-00249,azure,,IL5|IL6,FALSE
,Azure Backup,ITEM-00250,azure,,IL2|IL6,TRUE
,Azure SignalR Service,ITEM-00251,azure,,IL6,TRUE
,Azure SQL Database,ITEM-00252,azure,,IL5|IL6,FALSE
,Azure Active Directory,ITEM-00253,azure,,IL2|IL4|IL6,FALSE
,Azure Kubernetes Service (AKS),ITEM-00254,azure,,IL4,FALSE
,Azure ExpressRoute,ITEM-00255,azure,,IL2|IL5,FALSE
,Azure Synapse Analytics,ITEM-00256,azure,,IL2|IL5,FALSE
,Azure Firewall,ITEM-00257,azure,,IL4|IL5|IL6,FALSE
,Azure Arc,ITEM-00258,azure,,IL2|IL4|IL6,FALSE
,Azure Batch,ITEM-00259,azure,,IL4|IL6,TRUE
,Azure ExpressRoute,ITEM-00260,azure,,IL4|IL5|IL6,FALSE
,Azure HDInsight,ITEM-00261,azure,,IL2,TRUE
,Azure Key Vault,ITEM-00262,azure,,IL5|IL6,FALSE
,Azure SQL Database,ITEM-00263,azure,,IL2|IL4|IL5,FALSE
,Azure DNS,ITEM-00264,azure,,IL2,FALSE
,Azure Virtual Machines,ITEM-00265,azure,,IL2|IL5|IL6,FALSE
,Azure SQL Database,ITEM-00266,azure,,IL4|IL5|IL6,TRUE
,Azure Monitor,ITEM-00267,azure,,IL2|IL4,TRUE
,Azure Stream Analytics,ITEM-00268,azure,,IL2|IL4|IL6,TRUE
,Azure Advisor,ITEM-00269,azure,,IL2|IL4,TRUE
,Azure Advisor,ITEM-00270,azure,,IL4|IL6,FALSE
,Azure Stream Analytics,ITEM-00271,azure,,IL6,FALSE
,Azure Batch,ITEM-00272,azure,,IL2|IL4,FALSE
,Azure DNS,ITEM-00273,azure,,IL4|IL6,FALSE
,Azure Private Link,ITEM-00274,azure,,IL4|IL5|IL6,TRUE
,Azure HDInsight,ITEM-00275,azure,,IL2|IL5|IL6,TRUE
,Azure Cache for Redis,ITEM-00276,azure,,IL2|IL6,TRUE
,Azure ExpressRoute,ITEM-00277,azure,,IL2|IL4|IL5,TRUE
,Azure Stream Analytics,ITEM-00278,azure,,IL4|IL5|IL6,FALSE
,Azure Cache for Redis,ITEM-00279,azure,,IL2|IL4|IL6,TRUE
,Azure Private Link,ITEM-00280,azure,,IL5,FALSE
,Azure Private Link,ITEM-00281,azure,,IL4,TRUE
,Azure Virtual Machines,ITEM-00282,azure,,IL4,FALSE
,Azure Spring Apps,ITEM-00283,azure,,IL2,FALSE
,Azure Traffic Manager,ITEM-00284,azure,,IL2|IL5|IL6,TRUE
,Azure SignalR Service,ITEM-00285,azure,,IL2|IL4|IL6,TRUE
,Azure Virtual Network,ITEM-00286,azure,,IL2|IL6,TRUE
,Azure Data Factory,ITEM-00287,azure,,IL4|IL5|IL6,FALSE
,Azure SQL Database,ITEM-00288,azure,,IL2|IL4|IL6,TRUE
,Azure Logic Apps,ITEM-00289,azure,,IL4|IL5|IL6,FALSE
,Azure Databricks,ITEM-00290,azure,,IL2|IL4|IL5,TRUE
,Azure Bastion,ITEM-00291,azure,,IL2|IL4|IL6,FALSE
,Azure Virtual Machines,ITEM-00292,azure,,IL4|IL5|IL6,FALSE
,Azure SQL Database,ITEM-00293,azure,,IL2,FALSE
,Azure Virtual Network,ITEM-00294,azure,,IL4|IL5|IL6,TRUE
,Azure SQL Database,ITEM-00295,azure,,IL2|IL4|IL6,TRUE
,Azure Private Link,ITEM-00296,azure,,IL4|IL5,TRUE
,Azure Front Door,ITEM-00297,azure,,IL2|IL4,FALSE
,Azure Firewall,ITEM-00298,azure,,IL5,FALSE
,Azure API Management,ITEM-00299,azure,,IL2|IL4|IL6,FALSE
,Azure Blob Storage,ITEM-00300,azure,,IL4|IL5|IL6,FALSE
,Azure HDInsight,ITEM-00301,azure,,IL2,TRUE
,Azure App Service,ITEM-00302,azure,,IL4,TRUE
,Azure SQL Database,ITEM-00303,azure,,IL5,TRUE
,Azure Stream Analytics,ITEM-00304,azure,,IL5,FALSE
,Azure SignalR Service,ITEM-00305,azure,,IL5|IL6,FALSE
,Azure Key Vault,ITEM-00306,azure,,IL6,TRUE
,Azure Service Bus,ITEM-00307,azure,,IL2|IL4|IL6,TRUE
,Azure Cache for Redis,ITEM-00308,azure,,IL2|IL4|IL6,TRUE
,Azure Synapse Analytics,ITEM-00309,azure,,IL2|IL4|IL5,TRUE
,Azure App Service,ITEM-00310,azure,,IL2|IL4,TRUE
,Azure Arc,ITEM-00311,azure,,IL4|IL5|IL6,FALSE
,Azure API Management,ITEM-00312,azure,,IL4|IL5|IL6,FALSE
,Azure Kubernetes Service (AKS),ITEM-00313,azure,,IL2|IL4|IL6,TRUE
,Azure Arc,ITEM-00314,azure,,IL2,TRUE
,Azure Blob Storage,ITEM-00315,azure,,IL2|IL4|IL6,TRUE
,Azure Synapse Analytics,ITEM-00316,azure,,IL2|IL4|IL5,TRUE
,Azure Site Recovery,ITEM-00317,azure,,IL2|IL4|IL6,TRUE
,Azure Arc,ITEM-00318,azure,,IL4|IL5,FALSE
,Azure Active Directory,ITEM-00319,azure,,IL2,TRUE
,Azure SignalR Service,ITEM-00320,azure,,IL2|IL6,FALSE
,Azure Traffic Manager,ITEM-00321,azure,,IL2|IL4|IL5,FALSE
,Azure Event Hubs,ITEM-00322,azure,,IL2,FALSE
,Azure Active Directory,ITEM-00323,azure,,IL4,FALSE
,Azure Load Balancer,ITEM-00324,azure,,IL2|IL4|IL6,TRUE
,Azure Cosmos DB,ITEM-00325,azure,,IL4|IL5|IL6,FALSE
,Azure HDInsight,ITEM-00326,azure,,IL2,FALSE
,Azure Service Bus,ITEM-00327,azure,,IL4,FALSE
,Azure Virtual Machines,ITEM-00328,azure,,IL4|IL5,TRUE
,Azure Arc,ITEM-00329,azure,,IL6,TRUE
,Azure Databricks,ITEM-00330,azure,,IL2|IL5|IL6,FALSE
,Azure Monitor,ITEM-00331,azure,,IL2|IL4|IL6,FALSE
,Azure Monitor,ITEM-00332,azure,,IL2|IL4,FALSE
,Azure DNS,ITEM-00333,azure,,IL4|IL5|IL6,FALSE
,Azure Blob Storage,ITEM-00334,azure,,IL2|IL4|IL5,TRUE
,Azure Firewall,ITEM-00335,azure,,IL5,FALSE
,Azure Firewall,ITEM-00336,azure,,IL2,FALSE
,Azure Logic Apps,ITEM-00337,azure,,IL4|IL5|IL6,TRUE
,Azure App Service,ITEM-00338,azure,,IL4|IL5,TRUE
,Azure Backup,ITEM-00339,azure,,IL2|IL4|IL5,FALSE
,Azure API Management,ITEM-00340,azure,,IL2,FALSE
,Azure API Management,ITEM-00341,azure,,IL4|IL5,TRUE
,Azure Container Instances,ITEM-00342,azure,,IL2|IL4|IL5,FALSE
,Azure Event Hubs,ITEM-00343,azure,,IL5,FALSE
,Azure ExpressRoute,ITEM-00344,azure,,IL2,TRUE
,Azure Databricks,ITEM-00345,azure,,IL2|IL4|IL6,FALSE
,Azure Advisor,ITEM-00346,azure,,IL2|IL5,TRUE
,Azure Load Balancer,ITEM-00347,azure,,IL2|IL6,TRUE
,Azure Logic Apps,ITEM-00348,azure,,IL2|IL4,FALSE
,Azure Logic Apps,ITEM-00349,azure,,IL2|IL4|IL6,FALSE
,Azure Purview,ITEM-00350,azure,,IL2|IL5|IL6,FALSE
,Azure Stream Analytics,ITEM-00351,azure,,IL2,TRUE
,Azure SQL Database,ITEM-00352,azure,,IL6,TRUE
,Azure Analysis Services,ITEM-00353,azure,,IL2|IL5|IL6,FALSE
,Azure DNS,ITEM-00354,azure,,IL2|IL5|IL6,FALSE
,Azure Front Door,ITEM-00355,azure,,IL4|IL5,FALSE
,Azure App Service,ITEM-00356,azure,,IL4,FALSE
,Azure Firewall,ITEM-00357,azure,,IL2|IL4|IL6,TRUE
,Azure Front Door,ITEM-00358,azure,,IL6,TRUE
,Azure Functions,ITEM-00359,azure,,IL2|IL5,TRUE
,Azure Kubernetes Service (AKS),ITEM-00360,azure,,IL5,TRUE
,Azure Private Link,ITEM-00361,azure,,IL4,FALSE
,Azure Site Recovery,ITEM-00362,azure,,IL2,TRUE
,Azure App Service,ITEM-00363,azure,,IL2|IL4|IL6,TRUE
,Azure Firewall,ITEM-00364,azure,,IL2|IL5|IL6,FALSE
,Azure DNS,ITEM-00365,azure,,IL4|IL6,FALSE
,Azure Batch,ITEM-00366,azure,,IL4,TRUE
,Azure Virtual Network,ITEM-00367,azure,,IL2|IL5,FALSE
,Azure Kubernetes Service (AKS),ITEM-00368,azure,,IL2|IL5|IL6,FALSE
,Azure Databricks,ITEM-00369,azure,,IL2|IL6,TRUE
,Azure Machine Learning,ITEM-00370,azure,,IL6,TRUE
,Azure SignalR Service,ITEM-00371,azure,,IL4|IL5,FALSE
,Azure Blob Storage,ITEM-00372,azure,,IL2,TRUE
,Azure Databricks,ITEM-00373,azure,,IL2,FALSE
,Azure Virtual Network,ITEM-00374,azure,,IL4|IL6,TRUE
,Azure Spring Apps,ITEM-00375,azure,,IL4,FALSE
,Azure Stream Analytics,ITEM-00376,azure,,IL4|IL6,TRUE
,Azure Site Recovery,ITEM-00377,azure,,IL2|IL5,FALSE
,Azure Advisor,ITEM-00378,azure,,IL4|IL5|IL6,FALSE
,Azure DNS,ITEM-00379,azure,,IL5,FALSE
,Azure Backup,ITEM-00380,azure,,IL2|IL4|IL6,TRUE
,Azure Backup,ITEM-00381,azure,,IL2|IL5,FALSE
,Azure Blob Storage,ITEM-00382,azure,,IL5,TRUE
,Azure SQL Database,ITEM-00383,azure,,IL2|IL4|IL6,FALSE
,Azure HDInsight,ITEM-00384,azure,,IL2|IL5,FALSE
,Azure Firewall,ITEM-00385,azure,,IL4|IL5|IL6,TRUE
,Azure Backup,ITEM-00386,azure,,IL4|IL5|IL6,TRUE
,Azure SignalR Service,ITEM-00387,azure,,IL4,TRUE
,Azure Traffic Manager,ITEM-00388,azure,,IL2,TRUE
,Azure Service Bus,ITEM-00389,azure,,IL4|IL5|IL6,TRUE
,Azure Monitor,ITEM-00390,azure,,IL2,FALSE
