csOParentService,csoShortName,catalogitemNumber,csp,category,impactlevel,newService
,Firestore,ITEM-00208,gcp,,IL2|IL5,FALSE
,Cloud IAM,ITEM-00209,gcp,,IL2|IL5,FALSE
,Artifact Registry,ITEM-00210,gcp,,IL2|IL4|IL6,TRUE
,Cloud Source Repositories,ITEM-00211,gcp,,IL2|IL4|IL6,FALSE
,Cloud CDN,ITEM-00212,gcp,,IL6,TRUE
,Cloud Load Balancing,ITEM-00213,gcp,,IL2|IL5|IL6,TRUE
,Cloud Spanner,ITEM-00214,gcp,,IL5,TRUE
,Cloud Storage,ITEM-00215,gcp,,IL5|IL6,TRUE
,Cloud Load Balancing,ITEM-00216,gcp,,IL4|IL5|IL6,FALSE
,BigQuery,ITEM-00217,gcp,,IL4,TRUE
,Google Kubernetes Engine (GKE),ITEM-00218,gcp,,IL4|IL5|IL6,FALSE
,Cloud DNS,ITEM-00219,gcp,,IL5|IL6,FALSE
,Cloud Spanner,ITEM-00220,gcp,,IL4|IL6,FALSE
,Artifact Registry,ITEM-00221,gcp,,IL2|IL4|IL5,TRUE
,Compute Engine,ITEM-00222,gcp,,IL2|IL6,TRUE
,Cloud IAM,ITEM-00223,gcp,,IL2|IL4|IL6,TRUE
,Cloud Functions,ITEM-00224,gcp,,IL5|IL6,FALSE
,Cloud Tasks,ITEM-00225,gcp,,IL2|IL5,TRUE
,App Engine,ITEM-00226,gcp,,IL2|IL5|IL6,FALSE
,Cloud Profiler,ITEM-00227,gcp,,IL4|IL5|IL6,FALSE
,Cloud Spanner,ITEM-00228,gcp,,IL5,TRUE
,Cloud Bigtable,ITEM-00229,gcp,,IL5|IL6,TRUE
,Cloud Pub/Sub,ITEM-00230,gcp,,IL6,FALSE
,Firestore,ITEM-00231,gcp,,IL2|IL5,TRUE
,Cloud Pub/Sub,ITEM-00232,gcp,,IL2|IL5|IL6,TRUE
,Cloud DNS,ITEM-00233,gcp,,IL5,TRUE
,Cloud Logging,ITEM-00234,gcp,,IL2|IL5,FALSE
,Cloud Tasks,ITEM-00235,gcp,,IL5,TRUE
,Google Kubernetes Engine (GKE),ITEM-00236,gcp,,IL2|IL4|IL5,FALSE
,BigQuery,ITEM-00237,gcp,,IL2|IL4|IL5,FALSE
,Cloud Logging,ITEM-00238,gcp,,IL4|IL5|IL6,TRUE
,Cloud SQL,ITEM-00239,gcp,,IL2,TRUE
,Firestore,ITEM-00240,gcp,,IL4,TRUE
,BigQuery,ITEM-00241,gcp,,IL2|IL4,FALSE
,Cloud Source Repositories,ITEM-00242,gcp,,IL2,TRUE
,Cloud Identity,ITEM-00243,gcp,,IL4,TRUE
,Dataflow,ITEM-00244,gcp,,IL2|IL4|IL6,TRUE
,Cloud Spanner,ITEM-00245,gcp,,IL2|IL5|IL6,TRUE
,Cloud Identity,ITEM-00246,gcp,,IL2|IL6,TRUE
,Cloud CDN,ITEM-00247,gcp,,IL2|IL5,FALSE
,Cloud Tasks,ITEM-00248,gcp,,IL6,FALSE
,Cloud KMS,ITEM-00249,gcp,,IL2|IL6,FALSE
,Cloud Monitoring,ITEM-00250,gcp,,IL5,FALSE
,Cloud Trace,ITEM-00251,gcp,,IL4|IL6,TRUE
,Cloud Trace,ITEM-00252,gcp,,IL2|IL4|IL6,FALSE
,Cloud Tasks,ITEM-00253,gcp,,IL2|IL5|IL6,FALSE
,Memorystore,ITEM-00254,gcp,,IL4|IL5|IL6,TRUE
,Cloud Storage,ITEM-00255,gcp,,IL2,FALSE
,Cloud Pub/Sub,ITEM-00256,gcp,,IL2|IL5|IL6,TRUE
,Google Kubernetes Engine (GKE),ITEM-00257,gcp,,IL4|IL5|IL6,TRUE
,Cloud Armor,ITEM-00258,gcp,,IL6,TRUE
,App Engine,ITEM-00259,gcp,,IL2|IL4|IL6,TRUE
,Cloud IAM,ITEM-00260,gcp,,IL2,FALSE
,Vertex AI,ITEM-00261,gcp,,IL4|IL5|IL6,FALSE
,Cloud Build,ITEM-00262,gcp,,IL2,FALSE
,Memorystore,ITEM-00263,gcp,,IL4|IL5|IL6,TRUE
,Compute Engine,ITEM-00264,gcp,,IL4|IL5,TRUE
,Cloud CDN,ITEM-00265,gcp,,IL5,FALSE
,Cloud Storage,ITEM-00266,gcp,,IL4|IL5|IL6,TRUE
,Dataproc,ITEM-00267,gcp,,IL2|IL4,FALSE
,Workflows,ITEM-00268,gcp,,IL4,TRUE
,Cloud Source Repositories,ITEM-00269,gcp,,IL2|IL4|IL5,FALSE
,Google Kubernetes Engine (GKE),ITEM-00270,gcp,,IL4|IL6,FALSE
,Error Reporting,ITEM-00271,gcp,,IL6,TRUE
,Cloud Deployment Manager,ITEM-00272,gcp,,IL4|IL5,FALSE
,Cloud Logging,ITEM-00273,gcp,,IL4|IL6,TRUE
,Workflows,ITEM-00274,gcp,,IL4|IL5|IL6,TRUE
,Cloud Build,ITEM-00275,gcp,,IL2|IL5|IL6,FALSE
,Cloud Bigtable,ITEM-00276,gcp,,IL4,TRUE
,App Engine,ITEM-00277,gcp,,IL6,TRUE
,Cloud Build,ITEM-00278,gcp,,IL2|IL5,FALSE
,Cloud Build,ITEM-00279,gcp,,IL4|IL6,FALSE
,Cloud Storage,ITEM-00280,gcp,,IL2,TRUE
,Secret Manager,ITEM-00281,gcp,,IL2,TRUE
,Cloud Monitoring,ITEM-00282,gcp,,IL2|IL5|IL6,FALSE
,Cloud Run,ITEM-00283,gcp,,IL4|IL5|IL6,FALSE
,BigQuery,ITEM-00284,gcp,,IL2|IL6,TRUE
,Cloud Load Balancing,ITEM-00285,gcp,,IL6,TRUE
,Cloud Storage,ITEM-00286,gcp,,IL2|IL5|IL6,TRUE
,Cloud Spanner,ITEM-00287,gcp,,IL2|IL6,TRUE
,Dataflow,ITEM-00288,gcp,,IL5,FALSE
,Firestore,ITEM-00289,gcp,,IL2|IL5|IL6,TRUE
,VPC Network,ITEM-00290,gcp,,IL5,TRUE
,Cloud Deployment Manager,ITEM-00291,gcp,,IL5,FALSE
,Cloud Trace,ITEM-00292,gcp,,IL6,FALSE
,Cloud Spanner,ITEM-00293,gcp,,IL2|IL4,FALSE
,Apigee,ITEM-00294,gcp,,IL2|IL4,FALSE
,Cloud SQL,ITEM-00295,gcp,,IL2|IL5|IL6,TRUE
,Cloud Trace,ITEM-00296,gcp,,IL6,FALSE
,Cloud Tasks,ITEM-00297,gcp,,IL2|IL5|IL6,FALSE
,Cloud Storage,ITEM-00298,gcp,,IL2|IL5|IL6,FALSE
,App Engine,ITEM-00299,gcp,,IL2|IL5|IL6,FALSE
,Cloud Armor,ITEM-00300,gcp,,IL4|IL5,TRUE
,Cloud Source Repositories,ITEM-00301,gcp,,IL2|IL4,TRUE
,Cloud Load Balancing,ITEM-00302,gcp,,IL4|IL6,FALSE
,Google Kubernetes Engine (GKE),ITEM-00303,gcp,,IL4|IL5,TRUE
,Cloud SQL,ITEM-00304,gcp,,IL5,FALSE
,Cloud KMS,ITEM-00305,gcp,,IL2|IL5|IL6,TRUE
,Cloud Build,ITEM-00306,gcp,,IL4|IL5,FALSE
,Cloud Deployment Manager,ITEM-00307,gcp,,IL4,FALSE
,Cloud IAM,ITEM-00308,gcp,,IL2|IL4|IL5,TRUE
,Cloud CDN,ITEM-00309,gcp,,IL2,TRUE
,Cloud IAM,ITEM-00310,gcp,,IL2|IL4|IL5,TRUE
,Memorystore,ITEM-00311,gcp,,IL4|IL6,FALSE
,App Engine,ITEM-00312,gcp,,IL2,FALSE
,Cloud Trace,ITEM-00313,gcp,,IL5,TRUE
,Cloud Spanner,ITEM-00314,gcp,,IL4|IL5|IL6,FALSE
,BigQuery,ITEM-00315,gcp,,IL6,FALSE
,App Engine,ITEM-00316,gcp,,IL4|IL5|IL6,TRUE
,Artifact Registry,ITEM-00317,gcp,,IL2|IL5|IL6,FALSE
,Cloud Source Repositories,ITEM-00318,gcp,,IL4|IL6,TRUE
,Cloud Deployment Manager,ITEM-00319,gcp,,IL6,TRUE
,Cloud Bigtable,ITEM-00320,gcp,,IL4,FALSE
,Cloud CDN,ITEM-00321,gcp,,IL5|IL6,FALSE
,Vertex AI,ITEM-00322,gcp,,IL2|IL4,TRUE
,Google Kubernetes Engine (GKE),ITEM-00323,gcp,,IL4,TRUE
,Cloud Scheduler,ITEM-00324,gcp,,IL2|IL4|IL6,TRUE
,Cloud Monitoring,ITEM-00325,gcp,,IL5|IL6,TRUE
,Cloud Build,ITEM-00326,gcp,,IL2|IL5|IL6,TRUE
,Cloud Tasks,ITEM-00327,gcp,,IL2|IL4|IL5,FALSE
,Cloud Profiler,ITEM-00328,gcp,,IL2|IL5,FALSE
,Artifact Registry,ITEM-00329,gcp,,IL2|IL5,FALSE
,Cloud Bigtable,ITEM-00330,gcp,,IL2|IL4,FALSE
,Firestore,ITEM-00331,gcp,,IL4|IL5,FALSE
,Apigee,ITEM-00332,gcp,,IL4,FALSE
,Cloud Pub/Sub,ITEM-00333,gcp,,IL4|IL5,TRUE
,Vertex AI,ITEM-00334,gcp,,IL2|IL6,FALSE
,Memorystore,ITEM-00335,gcp,,IL2|IL6,FALSE
,Cloud Storage,ITEM-00336,gcp,,IL2|IL4,TRUE
,Cloud KMS,ITEM-00337,gcp,,IL2|IL4|IL6,TRUE
,Dataproc,ITEM-00338,gcp,,IL5,FALSE
,Apigee,ITEM-00339,gcp,,IL4|IL5,TRUE
,VPC Network,ITEM-00340,gcp,,IL2|IL4,FALSE
,Cloud Monitoring,ITEM-00341,gcp,,IL2|IL4|IL5,TRUE
,BigQuery,ITEM-00342,gcp,,IL2|IL5|IL6,FALSE
,Cloud Run,ITEM-00343,gcp,,IL6,FALSE
,Cloud Build,ITEM-00344,gcp,,IL4|IL5|IL6,FALSE
,App Engine,ITEM-00345,gcp,,IL2,FALSE
,Dataproc,ITEM-00346,gcp,,IL2|IL5,TRUE
,Apigee,ITEM-00347,gcp,,IL4,TRUE
,VPC Network,ITEM-00348,gcp,,IL4|IL6,TRUE
,Error Reporting,ITEM-00349,gcp,,IL2|IL6,TRUE
,Cloud Bigtable,ITEM-00350,gcp,,IL4|IL6,TRUE
,Cloud Armor,ITEM-00351,gcp,,IL2|IL4|IL5,FALSE
,Cloud CDN,ITEM-00352,gcp,,IL4|IL5|IL6,TRUE
,Cloud Build,ITEM-00353,gcp,,IL5,TRUE
,Cloud Interconnect,ITEM-00354,gcp,,IL2|IL6,FALSE
,Workflows,ITEM-00355,gcp,,IL2,FALSE
,Cloud Profiler,ITEM-00356,gcp,,IL4,TRUE
,Cloud Deployment Manager,ITEM-00357,gcp,,IL2|IL5|IL6,FALSE
,Cloud KMS,ITEM-00358,gcp,,IL2|IL5|IL6,TRUE
,BigQuery,ITEM-00359,gcp,,IL2|IL6,TRUE
,Cloud Armor,ITEM-00360,gcp,,IL4,FALSE
,Cloud Functions,ITEM-00361,gcp,,IL2|IL4,FALSE
,Cloud Identity,ITEM-00362,gcp,,IL2|IL5|IL6,TRUE
,Cloud Interconnect,ITEM-00363,gcp,,IL2|IL4|IL6,TRUE
,BigQuery,ITEM-00364,gcp,,IL2|IL4|IL5,FALSE
,Cloud IAM,ITEM-00365,gcp,,IL4|IL5,TRUE
,Google Kubernetes Engine (GKE),ITEM-00366,gcp,,IL4|IL6,FALSE
,Cloud CDN,ITEM-00367,gcp,,IL2|IL5|IL6,TRUE
,Cloud Run,ITEM-00368,gcp,,IL2|IL5,FALSE
,Cloud Identity,ITEM-00369,gcp,,IL4|IL5|IL6,TRUE
,Compute Engine,ITEM-00370,gcp,,IL2|IL5,TRUE
,Cloud Pub/Sub,ITEM-00371,gcp,,IL4|IL5,TRUE
,Cloud Trace,ITEM-00372,gcp,,IL2|IL4|IL6,FALSE
,Compute Engine,ITEM-00373,gcp,,IL5|IL6,TRUE
,Dataproc,ITEM-00374,gcp,,IL4,TRUE
,Cloud KMS,ITEM-00375,gcp,,IL2|IL4|IL6,FALSE
,Error Reporting,ITEM-00376,gcp,,IL4|IL5,TRUE
,Cloud Spanner,ITEM-00377,gcp,,IL5,FALSE
,Cloud Monitoring,ITEM-00378,gcp,,IL2,FALSE
,Cloud SQL,ITEM-00379,gcp,,IL4|IL5,TRUE
,App Engine,ITEM-00380,gcp,,IL2|IL4|IL5,TRUE
,Google Kubernetes Engine (GKE),ITEM-00381,gcp,,IL2,FALSE
,Firestore,ITEM-00382,gcp,,IL2|IL5|IL6,FALSE
,Cloud Armor,ITEM-00383,gcp,,IL2|IL5|IL6,TRUE
,Cloud Logging,ITEM-00384,gcp,,IL4|IL5|IL6,TRUE
,Cloud Bigtable,ITEM-00385,gcp,,IL6,FALSE
,Cloud Monitoring,ITEM-00386,gcp,,IL5|IL6,TRUE
,Cloud Monitoring,ITEM-00387,gcp,,IL5,TRUE
,Cloud Armor,ITEM-00388,gcp,,IL2|IL6,TRUE
,Dataflow,ITEM-00389,gcp,,IL5,TRUE
,Apigee,ITEM-00390,gcp,,IL6,TRUE
,Cloud Trace,ITEM-00391,gcp,,IL6,TRUE
,Cloud Scheduler,ITEM-00392,gcp,,IL4|IL5|IL6,FALSE
,Cloud Tasks,ITEM-00393,gcp,,IL2|IL4|IL5,TRUE
