ExceptionuniqueID,csoshortname,impactlevel,ExceptionStatus,ExceptionPwsRequirement,ExceptionBasisForRequest,ExceptionSecurity
EX-C57C122E,AWS Batch,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-97858B4F,AWS Batch,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2F5FF9E8,Amazon API Gateway,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7AA82311,Amazon MQ,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-25357411,Amazon Redshift,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0149BB3D,Amazon Redshift,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-3E1DF30C,Amazon RDS,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-C469B12F,Amazon Redshift,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-06B60737,AWS Lake Formation,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F1453407,Amazon Kinesis,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-A86BEDE3,Amazon Kinesis,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-51B29042,Amazon DocumentDB,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-92E2ECF7,Amazon SageMaker,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-AE93FF88,AWS Lambda,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-6479BC86,Amazon Redshift,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F3F112F8,Amazon CloudWatch,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-67102977,AWS Direct Connect,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E3DAC6E1,AWS KMS,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C809B07E,AWS Elastic Beanstalk,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-6DA2E077,Amazon MQ,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-CDB5CB49,Amazon RDS,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-817CD91E,Amazon Lightsail,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F53754A4,Amazon MQ,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-007FAB5A,AWS WAF,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-26ACF473,AWS IAM,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4F7B9CC1,AWS Fargate,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-1CD324FF,Amazon RDS,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-9FAB6659,Amazon EKS,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-32285B89,Amazon S3,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-028C9142,Amazon SNS,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-EED2E98A,AWS KMS,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8E1676F9,AWS Glue,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-DB81C65F,AWS Batch,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-05564BCB,Amazon SageMaker,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-0A88F740,Amazon Route 53,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0D4E1EFB,Amazon Route 53,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-40B00522,AWS Lake Formation,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-41D794BC,Amazon QuickSight,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-CCB29768,Amazon CloudFront,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-64ECB902,AWS KMS,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5DE92183,Amazon Redshift,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-792C906B,AWS Lake Formation,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-6200F0AD,Amazon Athena,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F3744C3E,Amazon DynamoDB,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E1DD9FC9,Amazon API Gateway,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-E4AFD4B7,Amazon DynamoDB,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-11726E1A,AWS Step Functions,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1126B25C,Amazon QuickSight,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-5C79294E,AWS KMS,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-28017360,Amazon Neptune,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-2E3D9AD3,AWS Lake Formation,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-CF9297B6,Amazon Athena,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-70187D4C,AWS AppSync,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-CE98ADDF,AWS Direct Connect,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2DE230A6,AWS Step Functions,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-53623CAF,Amazon Neptune,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-D80B3EEF,Amazon SageMaker,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-AA9D1FBD,AWS AppSync,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-692A892A,AWS Fargate,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-E288AC09,AWS WAF,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-50A92875,Amazon S3,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-05987023,Amazon WorkSpaces,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-8E6822BE,AWS Amplify,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C89D6FDA,Amazon MQ,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-35D46BCE,Amazon SageMaker,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-EDCC1F4D,Amazon QuickSight,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5339BB8F,AWS Lambda,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A7778AD3,Amazon Lightsail,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-4B907B87,Amazon DynamoDB,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-CB911D83,AWS KMS,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4203F707,Amazon Neptune,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-37C86B18,Amazon Aurora,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FA91E2E3,AWS Direct Connect,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1D2D01F9,AWS IAM,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-2986839C,Amazon CloudFront,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FBEADC50,Amazon Aurora,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-B7F17E7F,Amazon Athena,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-AF204D4C,AWS Batch,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E5FC166E,AWS Fargate,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D9157051,Amazon API Gateway,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E03564E0,Amazon VPC,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-33EAE179,Amazon WorkSpaces,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-507C2ABC,AWS WAF,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FFA81946,AWS Elastic Beanstalk,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-E3BDEF46,Amazon Route 53,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-0EDD9310,Amazon DynamoDB,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-6750273C,Amazon ECS,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-8D24178C,Amazon S3,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B9FA97E6,Amazon Elasticache,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-88A1096E,Amazon EKS,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-DFE91527,AWS Direct Connect,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-5469C4AA,Amazon SQS,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-23B67DD5,Amazon S3,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A3A0CE3D,Amazon EKS,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C09AB0AD,Amazon AppStream 2.0,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-EB31FBC2,Amazon Neptune,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9A01080F,AWS IAM,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F1872332,Amazon MQ,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4605BAE7,Amazon RDS,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-272E40B9,Amazon Lightsail,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-DE9682EB,Amazon EKS,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4111B4BD,Amazon QuickSight,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-99D98ADB,AWS Glue DataBrew,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-60C03248,AWS Glue,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5FD29D32,AWS Fargate,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7600EA10,AWS Amplify,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-D7D673D7,AWS WAF,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-A77177B2,AWS Lake Formation,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B60588A5,AWS IAM,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-5866E4D1,Amazon Aurora,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-E3019A18,Amazon Route 53,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-36059EB6,Amazon Route 53,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-7B91A3ED,Amazon EKS,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D66FE99A,AWS Lake Formation,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-221B578F,Amazon API Gateway,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F4492B2A,AWS Amplify,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D9CAD80A,Amazon Lightsail,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8632B46B,Amazon SNS,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-87C51F7A,AWS Batch,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-35C70526,Amazon API Gateway,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-54545929,AWS AppSync,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B4DDC250,AWS Lake Formation,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6913D6F4,AWS Glue DataBrew,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9A670B81,AWS Lake Formation,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-EE0651E3,Amazon API Gateway,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-018DB4D1,Amazon S3,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-51F63E28,AWS Step Functions,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B47BBA60,AWS AppSync,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-FFE46916,AWS IAM,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-4FB1603B,Amazon S3,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0E4100CC,AWS Step Functions,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-000A9A6A,Amazon Elasticache,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9AEA6049,Amazon AppStream 2.0,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-18C6A6E4,AWS Lambda,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-94C2E3A8,AWS Lambda,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7EEDC8D9,Amazon EKS,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B88EBA28,AWS KMS,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-3EE59EDA,Amazon DocumentDB,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-642A0121,Amazon VPC,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B38EC247,Amazon RDS,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-926E029F,Amazon Neptune,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-16EF84C4,AWS Glue,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-DA29A8A0,Amazon Redshift,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6C8CB088,AWS Glue,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E787C62A,Amazon Elasticache,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-F0D79E34,Amazon CloudFront,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-0C49636A,Amazon Elasticache,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-75578625,Amazon Kinesis,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4DAED19D,AWS Amplify,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-3CDD3FF0,AWS Amplify,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-BDECF661,Amazon SageMaker,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-E2A58B34,Amazon DynamoDB,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C9749CBE,Amazon ECS,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B79717F1,Amazon SQS,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4C19AE60,Amazon DocumentDB,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D632618E,Amazon Elasticache,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-EA6D46DE,Amazon SageMaker,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-4A907CCB,Amazon Athena,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6A7AA8AC,Amazon QuickSight,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-56169B04,AWS Direct Connect,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D87F0402,Amazon WorkSpaces,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-06970825,AWS Direct Connect,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-D9D24A9E,Amazon DocumentDB,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-3D860657,Amazon CloudFront,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0B64D416,Amazon Route 53,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-774E1328,Amazon EC2,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-74F3E4AD,Amazon MQ,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-87681057,Amazon Lightsail,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D708288A,Amazon Neptune,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2C58278C,Amazon EC2,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F0A44ACE,Amazon DocumentDB,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-6D51F469,Amazon Neptune,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-EECA350C,Amazon Athena,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B0370E3A,AWS Step Functions,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-9C012DFB,Amazon CloudWatch,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-CCB39FFB,Amazon EC2,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-888746C8,Amazon SQS,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-BEC1B0AA,AWS Glue DataBrew,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B035AB97,Amazon Redshift,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E17AB173,Amazon QuickSight,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-F90F8198,Amazon Neptune,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7B6452C5,Amazon RDS,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-D8B0158E,AWS IAM,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-395286B7,Amazon SQS,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DA88FC91,AWS Lambda,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-134BF6F1,Amazon CloudWatch,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D0AA8C4F,Amazon Elasticache,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1F2FC52E,Amazon WorkSpaces,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B97A685A,Amazon Route 53,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-37B04CB0,Amazon ECS,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-958D9F3F,Amazon QuickSight,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-DB22028F,AWS Step Functions,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C5391DFF,Amazon EC2,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-BDCD560D,Amazon Athena,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-26C7C529,Amazon CloudFront,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-16062B03,AWS AppSync,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-CFE8B187,Amazon SQS,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-4EBEE798,AWS Lambda,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8EF41EC9,Amazon WorkSpaces,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4B822588,Amazon Lightsail,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B9F692D2,AWS Lake Formation,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-38464A10,AWS Glue,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-A19A5BA7,Amazon Kinesis,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A337BCBA,Amazon API Gateway,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6C03A9A3,Amazon CloudFront,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-9CA740FE,AWS IAM,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-76158222,Amazon Kinesis,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DF8BE518,Amazon ECS,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C125B844,Amazon SNS,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6C066D2D,Amazon AppStream 2.0,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-EE5C1BA9,Amazon Route 53,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-CF7A26E9,Amazon Athena,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-ABE86C81,AWS Lambda,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-F391A1FF,AWS Step Functions,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-54EFB8C9,Amazon AppStream 2.0,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-78DF7693,AWS Step Functions,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-78BDE319,AWS Step Functions,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-17F9B304,Amazon Route 53,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-78EEA31E,AWS Glue,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F98AC6CD,Amazon DocumentDB,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-87800E95,AWS Direct Connect,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-2E701913,Amazon DocumentDB,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C74C71BD,AWS Direct Connect,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-CCBECE69,Amazon DynamoDB,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-9E11C6DC,AWS Lambda,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E2A5FB71,Amazon EC2,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-16EC81E6,Amazon API Gateway,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-020888AB,Amazon AppStream 2.0,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-276ED85A,Amazon Athena,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-54D8495C,AWS Batch,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-9C88090A,Amazon WorkSpaces,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-85286DB0,Amazon CloudWatch,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-C907AEFD,Amazon Lightsail,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6E2AEBD0,Amazon Elasticache,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-BA43938A,Amazon Lightsail,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-8CA83FB3,Amazon CloudFront,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-0BEE4D69,AWS Batch,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C401209B,Amazon WorkSpaces,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-848FF283,AWS WAF,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-919DD159,AWS Batch,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-56765534,AWS KMS,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-9F309555,Amazon Elasticache,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7FE22C77,AWS WAF,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-5E8382E5,Amazon Lightsail,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-D9861899,Amazon Elasticache,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-569A23E0,Amazon DocumentDB,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-BA0BAFED,AWS Elastic Beanstalk,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-EA37B0E3,AWS Elastic Beanstalk,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-43FAADBE,Amazon EKS,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C8C2BCD8,AWS Lake Formation,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-D3BB7EDB,AWS IAM,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0A772613,Amazon AppStream 2.0,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-BF5676F2,Amazon API Gateway,IL6,Approved,Section 5.3.1,Regulatory compliance,High
