ExceptionuniqueID,csoshortname,impactlevel,ExceptionStatus,ExceptionPwsRequirement,ExceptionBasisForRequest,ExceptionSecurity
EX-02F586A1,Azure ExpressRoute,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-86087725,Azure Analysis Services,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-27DCDA53,Azure Site Recovery,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-83C2AF07,Azure Load Balancer,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2A7AF2B2,Azure Logic Apps,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-422FE279,Azure Logic Apps,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9A86FB04,Azure Event Hubs,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5FB0167F,Azure Batch,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2755A97E,Azure Machine Learning,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-60926104,Azure Virtual Network,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-5A585937,Azure Firewall,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-12B35481,Azure Databricks,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-1DE2B69F,Azure Load Balancer,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-6235F323,Azure Service Bus,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-55E51E52,Azure Data Factory,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8152068F,Azure API Management,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-49C48F19,Azure SQL Database,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-326EFEE4,Azure Cache for Redis,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-9CD57FBE,Azure Bastion,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-736C5D33,Azure Arc,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-96DE4DC4,Azure Logic Apps,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-6127C69D,Azure SQL Database,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-00E59F24,Azure Traffic Manager,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-F2C6ADDC,Azure Analysis Services,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-43D02EAC,Azure Machine Learning,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F0CF1287,Azure Functions,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-3E54988A,Azure Stream Analytics,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-85BC6411,Azure Cosmos DB,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-25EEEAB4,Azure Blob Storage,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-2DDD3347,Azure Analysis Services,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-91F121F2,Azure Batch,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-952F81FA,Azure Spring Apps,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C1D481EF,Azure Service Bus,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-7E04C138,Azure Arc,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D77790BA,Azure Cosmos DB,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-58682625,Azure ExpressRoute,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FFB84242,Azure DNS,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-8480FE05,Azure Active Directory,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B18E2602,Azure SQL Database,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-72ED9BDE,Azure Private Link,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B240F950,Azure Data Factory,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-EF45E9B3,Azure Key Vault,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-68EB67B9,Azure ExpressRoute,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-D54C0D66,Azure Advisor,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-9E97F3EA,Azure SQL Database,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-36F80383,Azure Private Link,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A321832B,Azure ExpressRoute,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-70558B48,Azure Blob Storage,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-2940F86B,Azure Site Recovery,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-59FE19E0,Azure Load Balancer,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4FB3734A,Azure Kubernetes Service (AKS),IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-05E9CE13,Azure Blob Storage,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-9E1AEF0A,Azure Event Hubs,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6C20E22B,Azure Blob Storage,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-8A8DA2AD,Azure Blob Storage,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-8C1A95CC,Azure Advisor,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-F1F55E01,Azure ExpressRoute,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-8F42CDE0,Azure Key Vault,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2CF965EE,Azure Logic Apps,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C5B56042,Azure Spring Apps,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-72E67B2A,Azure Service Bus,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2052E352,Azure Load Balancer,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D980A9F0,Azure Active Directory,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7D043BDD,Azure Load Balancer,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-4DCC1E2A,Azure HDInsight,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-D69BFD1F,Azure Purview,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2E0DA5B3,Azure Blob Storage,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-276A5B4A,Azure Load Balancer,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C05D68E3,Azure Cache for Redis,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-A48BB134,Azure Firewall,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1405C612,Azure Virtual Machines,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-094D1E0E,Azure Purview,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F038F50F,Azure Virtual Network,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A0A2E584,Azure Arc,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-04981C22,Azure Container Instances,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-0D511272,Azure Logic Apps,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-54E0B0B0,Azure Traffic Manager,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-C154067F,Azure ExpressRoute,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-3B0BA276,Azure ExpressRoute,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-7E4019AF,Azure Logic Apps,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-ED6896FC,Azure Analysis Services,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-FC10153F,Azure Advisor,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B4CB3C82,Azure Machine Learning,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-3669FDF1,Azure Synapse Analytics,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-7626486F,Azure Backup,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E14E5768,Azure Arc,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F0574D8F,Azure Data Factory,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-667C734D,Azure Advisor,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FE151D34,Azure Backup,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-08DAA6EB,Azure Analysis Services,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7EF96D02,Azure Event Hubs,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E6B7E8EB,Azure Data Factory,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-22874F5D,Azure Cache for Redis,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-075BBA48,Azure DNS,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-3AEBFDF4,Azure Event Hubs,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1F65230C,Azure Event Hubs,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-CFE1B67B,Azure Private Link,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8AD980D4,Azure Monitor,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6F613642,Azure Batch,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-88430C0E,Azure Event Hubs,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-CF60D9C9,Azure Virtual Machines,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D073FE25,Azure SignalR Service,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-60A86258,Azure HDInsight,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-E18B6313,Azure SignalR Service,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C7D16256,Azure API Management,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-B7B0ED1C,Azure Key Vault,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-D4B68A57,Azure Bastion,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-2494E377,Azure Cosmos DB,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-230B3E82,Azure Blob Storage,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-693D94B6,Azure Load Balancer,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-A4C4C44B,Azure Front Door,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-D97629C2,Azure Blob Storage,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-BF5F0A83,Azure DNS,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1924F05D,Azure Logic Apps,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6F1D0A04,Azure App Service,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-20BD45B2,Azure Purview,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-40722914,Azure Backup,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-3696FA70,Azure Key Vault,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-A7E442EA,Azure Site Recovery,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-A6987AC9,Azure Active Directory,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-818E32C3,Azure Private Link,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B59CF639,Azure Site Recovery,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-FF75CE31,Azure Monitor,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-C5D2246B,Azure Event Hubs,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-EC1261A1,Azure Purview,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-D1320D3D,Azure Functions,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7B55D02D,Azure Bastion,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-32D2AA1D,Azure Container Instances,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5427195B,Azure Traffic Manager,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F6945482,Azure Load Balancer,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-0D482357,Azure Service Bus,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-B8AFA574,Azure Stream Analytics,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-BCCD73F2,Azure Active Directory,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-9CE9ADB3,Azure HDInsight,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-22EEBEBB,Azure Service Bus,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-2B8CB19F,Azure Cache for Redis,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-33002D64,Azure Private Link,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B0AF3F0C,Azure DNS,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-61DFE949,Azure Synapse Analytics,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-47675D0F,Azure Batch,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-97EC0831,Azure Purview,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-DBA8861C,Azure App Service,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-01DCBD4C,Azure Site Recovery,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F01C74E9,Azure App Service,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FE894EF8,Azure Load Balancer,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-66E386D9,Azure Traffic Manager,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-1958A76E,Azure Logic Apps,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F710C838,Azure Purview,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-BEDC1566,Azure Load Balancer,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E33C97ED,Azure Data Factory,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-099CC1B3,Azure Monitor,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-1228B825,Azure Blob Storage,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C4F07EF7,Azure Key Vault,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-1E439935,Azure Analysis Services,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0C23F2E3,Azure Bastion,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4A590416,Azure Monitor,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-C808C688,Azure Synapse Analytics,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-165348FA,Azure Analysis Services,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-6F135ED8,Azure Databricks,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-487C0724,Azure Advisor,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2B99D3D7,Azure Traffic Manager,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F72CDACF,Azure Kubernetes Service (AKS),IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-FA2B6E71,Azure DNS,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-75BEDE33,Azure Data Factory,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-7D0D91C9,Azure Analysis Services,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-649B354C,Azure Event Hubs,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-7FF684A2,Azure Synapse Analytics,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
