csOParentService,csoShortName,catalogitemNumber,csp,category,impactlevel,newService
Managed SQL/NoSQL DB,DynamoDB - Provisioned RCU,AWS-1024,aws,Database,IL4,True
Managed SQL/NoSQL DB,DynamoDB - Provisioned WCU,AWS-1025,aws,Database,IL6,True
Connectivity/CDN,CloudFront - Data Transfer Out (Internet),AWS-1026,aws,Networking,IL6,False
Connectivity/CDN,CloudFront - Data Transfer Out (Origin),AWS-1027,aws,Networking,IL5,True
Connectivity/CDN,CloudFront - HTTP Requests,AWS-1028,aws,Networking,IL4,False
Connectivity/CDN,CloudFront - HTTPS Requests,AWS-1029,aws,Networking,IL5,False
GenAI/ML Services,SageMaker - ml.t2.medium,AWS-1030,aws,AI/ML,IL5|IL6,True
GenAI/ML Services,SageMaker - ml.m5.large,AWS-1031,aws,AI/ML,IL2,False
GenAI/ML Services,SageMaker - ml.p3.2xlarge,AWS-1032,aws,AI/ML,IL6,False
GenAI/ML Services,SageMaker - Endpoint Hosting,AWS-1033,aws,AI/ML,IL2|IL4|IL5|IL6,True
GenAI/ML Services,SageMaker - Notebook Instance,AWS-1034,aws,AI/ML,IL4,True
Identity/Encryption,WAF - Web ACL,AWS-1035,aws,Security,IL4,False
Identity/Encryption,WAF - Rule,AWS-1036,aws,Security,IL4,True
Identity/Encryption,WAF - Request Inspection,AWS-1037,aws,Security,IL5,False
Data Warehouse/BI,Redshift - dc2.large,AWS-1038,aws,Analytics,IL5,False
Data Warehouse/BI,Redshift - ra3.xlargeplus,AWS-1039,aws,Analytics,IL2|IL4|IL5|IL6,False
Data Warehouse/BI,Redshift - ra3.4xlarge,AWS-1040,aws,Analytics,IL5|IL6,False
Data Warehouse/BI,Redshift - ra3.16xlarge,AWS-1041,aws,Analytics,IL2|IL4,False
Object/Block/File Storage,EBS - gp2,AWS-1042,aws,Storage,IL6,True
Object/Block/File Storage,EBS - gp3,AWS-1043,aws,Storage,IL2,False
Object/Block/File Storage,EBS - io1,AWS-1044,aws,Storage,IL4,True
Object/Block/File Storage,EBS - io2,AWS-1045,aws,Storage,IL2|IL4,False
Object/Block/File Storage,EBS - st1,AWS-1046,aws,Storage,IL2|IL4,False
Object/Block/File Storage,EBS - sc1,AWS-1047,aws,Storage,IL4,True
Compute (VM/GPU/Serverless),Lambda - Request,AWS-1048,aws,Compute,IL6,True
Compute (VM/GPU/Serverless),Lambda - Duration (GB-sec),AWS-1049,aws,Compute,IL5|IL6,False
Compute (VM/GPU/Serverless),EC2 - t3.micro,AWS-1050,aws,Compute,IL2|IL4,True
Compute (VM/GPU/Serverless),EC2 - t3.small,AWS-1051,aws,Compute,IL4|IL5,True
Compute (VM/GPU/Serverless),EC2 - t3.medium,AWS-1052,aws,Compute,IL2,True
Compute (VM/GPU/Serverless),EC2 - m5.large,AWS-1053,aws,Compute,IL5,True
Compute (VM/GPU/Serverless),EC2 - m5.xlarge,AWS-1054,aws,Compute,IL2|IL4|IL5|IL6,True
Compute (VM/GPU/Serverless),EC2 - c6g.large,AWS-1055,aws,Compute,IL5,False
Compute (VM/GPU/Serverless),EC2 - r6g.xlarge,AWS-1056,aws,Compute,IL4,True
Compute (VM/GPU/Serverless),EC2 - p3.2xlarge,AWS-1057,aws,Compute,IL2,True
Compute (VM/GPU/Serverless),EC2 - g4dn.xlarge,AWS-1058,aws,Compute,IL6,True
Object/Block/File Storage,S3 - Standard,AWS-1059,aws,Storage,IL4|IL5,False
Object/Block/File Storage,S3 - Intelligent-Tiering,AWS-1060,aws,Storage,IL2,True
Object/Block/File Storage,S3 - Standard-IA,AWS-1061,aws,Storage,IL4|IL5,False
Object/Block/File Storage,S3 - One Zone-IA,AWS-1062,aws,Storage,IL2,False
Object/Block/File Storage,S3 - Glacier Instant Retrieval,AWS-1063,aws,Storage,IL2|IL4|IL5|IL6,True
Object/Block/File Storage,S3 - Glacier Flexible Retrieval,AWS-1064,aws,Storage,IL2,False
Object/Block/File Storage,S3 - Glacier Deep Archive,AWS-1065,aws,Storage,IL2|IL4|IL5|IL6,True
Managed SQL/NoSQL DB,RDS - db.t3.micro,AWS-1066,aws,Database,IL6,True
Managed SQL/NoSQL DB,RDS - db.t3.small,AWS-1067,aws,Database,IL2|IL4|IL5|IL6,False
Managed SQL/NoSQL DB,RDS - db.m5.large,AWS-1068,aws,Database,IL2,False
Managed SQL/NoSQL DB,RDS - db.r5.xlarge,AWS-1069,aws,Database,IL5|IL6,False
Managed SQL/NoSQL DB,RDS - Aurora MySQL,AWS-1070,aws,Database,IL4,False
Managed SQL/NoSQL DB,RDS - Aurora PostgreSQL,AWS-1071,aws,Database,IL4,False
Managed SQL/NoSQL DB,DynamoDB - On-Demand Read,AWS-1072,aws,Database,IL2,True
Managed SQL/NoSQL DB,DynamoDB - On-Demand Write,AWS-1073,aws,Database,IL4|IL5,True
Managed SQL/NoSQL DB,DynamoDB - Provisioned RCU,AWS-1074,aws,Database,IL4|IL5,False
Managed SQL/NoSQL DB,DynamoDB - Provisioned WCU,AWS-1075,aws,Database,IL6,True
Connectivity/CDN,CloudFront - Data Transfer Out (Internet),AWS-1076,aws,Networking,IL5|IL6,False
Connectivity/CDN,CloudFront - Data Transfer Out (Origin),AWS-1077,aws,Networking,IL6,True
Connectivity/CDN,CloudFront - HTTP Requests,AWS-1078,aws,Networking,IL4|IL5,False
Connectivity/CDN,CloudFront - HTTPS Requests,AWS-1079,aws,Networking,IL5,True
GenAI/ML Services,SageMaker - ml.t2.medium,AWS-1080,aws,AI/ML,IL2,False
GenAI/ML Services,SageMaker - ml.m5.large,AWS-1081,aws,AI/ML,IL2,True
GenAI/ML Services,SageMaker - ml.p3.2xlarge,AWS-1082,aws,AI/ML,IL6,True
GenAI/ML Services,SageMaker - Endpoint Hosting,AWS-1083,aws,AI/ML,IL2|IL4,False
GenAI/ML Services,SageMaker - Notebook Instance,AWS-1084,aws,AI/ML,IL6,True
Identity/Encryption,WAF - Web ACL,AWS-1085,aws,Security,IL2|IL4|IL5|IL6,True
Identity/Encryption,WAF - Rule,AWS-1086,aws,Security,IL2|IL4,True
Identity/Encryption,WAF - Request Inspection,AWS-1087,aws,Security,IL4,False
Data Warehouse/BI,Redshift - dc2.large,AWS-1088,aws,Analytics,IL2,True
Data Warehouse/BI,Redshift - ra3.xlargeplus,AWS-1089,aws,Analytics,IL2|IL4,True
Data Warehouse/BI,Redshift - ra3.4xlarge,AWS-1090,aws,Analytics,IL2,True
Data Warehouse/BI,Redshift - ra3.16xlarge,AWS-1091,aws,Analytics,IL2,False
Object/Block/File Storage,EBS - gp2,AWS-1092,aws,Storage,IL4,True
Object/Block/File Storage,EBS - gp3,AWS-1093,aws,Storage,IL2|IL4|IL5|IL6,False
Object/Block/File Storage,EBS - io1,AWS-1094,aws,Storage,IL6,False
Object/Block/File Storage,EBS - io2,AWS-1095,aws,Storage,IL6,True
Object/Block/File Storage,EBS - st1,AWS-1096,aws,Storage,IL2,True
Object/Block/File Storage,EBS - sc1,AWS-1097,aws,Storage,IL4|IL5,True
Compute (VM/GPU/Serverless),Lambda - Request,AWS-1098,aws,Compute,IL2|IL4,False
Compute (VM/GPU/Serverless),Lambda - Duration (GB-sec),AWS-1099,aws,Compute,IL5|IL6,True
Compute (VM/GPU/Serverless),EC2 - t3.micro,AWS-1100,aws,Compute,IL5|IL6,True
Compute (VM/GPU/Serverless),EC2 - t3.small,AWS-1101,aws,Compute,IL2,True
Compute (VM/GPU/Serverless),EC2 - t3.medium,AWS-1102,aws,Compute,IL5|IL6,True
Compute (VM/GPU/Serverless),EC2 - m5.large,AWS-1103,aws,Compute,IL2,False
Compute (VM/GPU/Serverless),EC2 - m5.xlarge,AWS-1104,aws,Compute,IL5,False
Compute (VM/GPU/Serverless),EC2 - c6g.large,AWS-1105,aws,Compute,IL5,True
Compute (VM/GPU/Serverless),EC2 - r6g.xlarge,AWS-1106,aws,Compute,IL2,True
Compute (VM/GPU/Serverless),EC2 - p3.2xlarge,AWS-1107,aws,Compute,IL4,True
Compute (VM/GPU/Serverless),EC2 - g4dn.xlarge,AWS-1108,aws,Compute,IL5|IL6,False
Object/Block/File Storage,S3 - Standard,AWS-1109,aws,Storage,IL5|IL6,True
Object/Block/File Storage,S3 - Intelligent-Tiering,AWS-1110,aws,Storage,IL6,True
Object/Block/File Storage,S3 - Standard-IA,AWS-1111,aws,Storage,IL2|IL4|IL5|IL6,False
Object/Block/File Storage,S3 - One Zone-IA,AWS-1112,aws,Storage,IL5|IL6,True
Object/Block/File Storage,S3 - Glacier Instant Retrieval,AWS-1113,aws,Storage,IL6,True
Object/Block/File Storage,S3 - Glacier Flexible Retrieval,AWS-1114,aws,Storage,IL2|IL4,False
Object/Block/File Storage,S3 - Glacier Deep Archive,AWS-1115,aws,Storage,IL4,True
Managed SQL/NoSQL DB,RDS - db.t3.micro,AWS-1116,aws,Database,IL5,False
Managed SQL/NoSQL DB,RDS - db.t3.small,AWS-1117,aws,Database,IL5|IL6,True
Managed SQL/NoSQL DB,RDS - db.m5.large,AWS-1118,aws,Database,IL5,True
Managed SQL/NoSQL DB,RDS - db.r5.xlarge,AWS-1119,aws,Database,IL2,False
Managed SQL/NoSQL DB,RDS - Aurora MySQL,AWS-1120,aws,Database,IL4|IL5,False
Managed SQL/NoSQL DB,RDS - Aurora PostgreSQL,AWS-1121,aws,Database,IL2|IL4|IL5|IL6,False
Managed SQL/NoSQL DB,DynamoDB - On-Demand Read,AWS-1122,aws,Database,IL2|IL4,True
Managed SQL/NoSQL DB,DynamoDB - On-Demand Write,AWS-1123,aws,Database,IL5|IL6,True
Managed SQL/NoSQL DB,DynamoDB - Provisioned RCU,AWS-1124,aws,Database,IL4|IL5,True
Managed SQL/NoSQL DB,DynamoDB - Provisioned WCU,AWS-1125,aws,Database,IL4,False
Connectivity/CDN,CloudFront - Data Transfer Out (Internet),AWS-1126,aws,Networking,IL2|IL4|IL5|IL6,False
Connectivity/CDN,CloudFront - Data Transfer Out (Origin),AWS-1127,aws,Networking,IL2|IL4,False
Connectivity/CDN,CloudFront - HTTP Requests,AWS-1128,aws,Networking,IL2|IL4,True
Connectivity/CDN,CloudFront - HTTPS Requests,AWS-1129,aws,Networking,IL2|IL4|IL5|IL6,False
GenAI/ML Services,SageMaker - ml.t2.medium,AWS-1130,aws,AI/ML,IL2,False
GenAI/ML Services,SageMaker - ml.m5.large,AWS-1131,aws,AI/ML,IL5,False
GenAI/ML Services,SageMaker - ml.p3.2xlarge,AWS-1132,aws,AI/ML,IL2|IL4|IL5|IL6,False
GenAI/ML Services,SageMaker - Endpoint Hosting,AWS-1133,aws,AI/ML,IL6,False
GenAI/ML Services,SageMaker - Notebook Instance,AWS-1134,aws,AI/ML,IL4|IL5,False
Identity/Encryption,WAF - Web ACL,AWS-1135,aws,Security,IL2|IL4,False
Identity/Encryption,WAF - Rule,AWS-1136,aws,Security,IL2,True
Identity/Encryption,WAF - Request Inspection,AWS-1137,aws,Security,IL2,False
Data Warehouse/BI,Redshift - dc2.large,AWS-1138,aws,Analytics,IL5|IL6,False
Data Warehouse/BI,Redshift - ra3.xlargeplus,AWS-1139,aws,Analytics,IL5,True
Data Warehouse/BI,Redshift - ra3.4xlarge,AWS-1140,aws,Analytics,IL5,False
Data Warehouse/BI,Redshift - ra3.16xlarge,AWS-1141,aws,Analytics,IL5|IL6,False
Object/Block/File Storage,EBS - gp2,AWS-1142,aws,Storage,IL2,False
Object/Block/File Storage,EBS - gp3,AWS-1143,aws,Storage,IL2|IL4,True
Object/Block/File Storage,EBS - io1,AWS-1144,aws,Storage,IL4,False
Object/Block/File Storage,EBS - io2,AWS-1145,aws,Storage,IL6,False
Object/Block/File Storage,EBS - st1,AWS-1146,aws,Storage,IL4|IL5,True
Object/Block/File Storage,EBS - sc1,AWS-1147,aws,Storage,IL2|IL4,True
Compute (VM/GPU/Serverless),Lambda - Request,AWS-1148,aws,Compute,IL6,False
Compute (VM/GPU/Serverless),Lambda - Duration (GB-sec),AWS-1149,aws,Compute,IL6,True
Compute (VM/GPU/Serverless),EC2 - t3.micro,AWS-1150,aws,Compute,IL5,True
Compute (VM/GPU/Serverless),EC2 - t3.small,AWS-1151,aws,Compute,IL5,False
Compute (VM/GPU/Serverless),EC2 - t3.medium,AWS-1152,aws,Compute,IL5,False
Compute (VM/GPU/Serverless),EC2 - m5.large,AWS-1153,aws,Compute,IL4|IL5,True
Compute (VM/GPU/Serverless),EC2 - m5.xlarge,AWS-1154,aws,Compute,IL2|IL4|IL5|IL6,True
Compute (VM/GPU/Serverless),EC2 - c6g.large,AWS-1155,aws,Compute,IL2|IL4|IL5|IL6,True
Compute (VM/GPU/Serverless),EC2 - r6g.xlarge,AWS-1156,aws,Compute,IL5|IL6,False
Compute (VM/GPU/Serverless),EC2 - p3.2xlarge,AWS-1157,aws,Compute,IL6,True
Compute (VM/GPU/Serverless),EC2 - g4dn.xlarge,AWS-1158,aws,Compute,IL2,True
Object/Block/File Storage,S3 - Standard,AWS-1159,aws,Storage,IL2|IL4,False
Object/Block/File Storage,S3 - Intelligent-Tiering,AWS-1160,aws,Storage,IL5,True
Object/Block/File Storage,S3 - Standard-IA,AWS-1161,aws,Storage,IL5,True
Object/Block/File Storage,S3 - One Zone-IA,AWS-1162,aws,Storage,IL2,False
Object/Block/File Storage,S3 - Glacier Instant Retrieval,AWS-1163,aws,Storage,IL6,True
Object/Block/File Storage,S3 - Glacier Flexible Retrieval,AWS-1164,aws,Storage,IL2|IL4|IL5|IL6,True
Object/Block/File Storage,S3 - Glacier Deep Archive,AWS-1165,aws,Storage,IL4|IL5,True
Managed SQL/NoSQL DB,RDS - db.t3.micro,AWS-1166,aws,Database,IL4,True
