ExceptionuniqueID,csoshortname,impactlevel,ExceptionStatus,ExceptionPwsRequirement,ExceptionBasisForRequest,ExceptionSecurity
EX-ORCL-C21B7733,FastConnect,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-7AB9C963,Block Volume,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-63082F51,Block Volume,IL2|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-679FE569,Object Storage,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-F9A05D5C,Autonomous Database,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-9F36C66F,OKE,IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-E2E478A4,VCN,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-903E03B7,Data Safe,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-FFAE8231,Object Storage,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-0BE3A90E,Autonomous Database,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-1F276807,OKE,IL2|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-D367F9F9,Streaming,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-22641DE6,VCN,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-8199C412,VCN,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-D3B0FC06,Monitoring,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-CB7F83BC,Exadata,IL2|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-05E04876,Autonomous Database,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-78F5290E,API Gateway,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-2291FEBB,Load Balancer,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-545C93DC,Compute,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-F3071F0E,Data Flow,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-0315980E,Load Balancer,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-3CC5C556,Block Volume,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-BF5CF66F,FastConnect,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-8E7C3529,IAM,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-8E537ED4,IAM,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-4E44A7D3,VCN,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-8E394740,API Gateway,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-2B9BD749,FastConnect,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-CAF522C0,FastConnect,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-8B8BED74,Data Safe,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-FAF5AB79,Data Flow,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-41FC603B,Functions,IL2|IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-95A51038,WAF,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-67FD9E14,Data Safe,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-58B88F42,Exadata,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-86DE5E0A,FastConnect,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-BD674C86,Logging,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-FB71CC79,OKE,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-84D85816,Object Storage,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-9945A7A7,Exadata,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-CB175A3C,WAF,IL2|IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-A1DB953E,API Gateway,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-1815BA13,API Gateway,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-6E27E154,Data Flow,IL2|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-74C15DD6,Data Flow,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-35567A5E,Data Safe,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-88CBDEE4,OKE,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-D8A118B3,IAM,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-F23B276A,Big Data Service,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-96F7DAED,Data Flow,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-F9957C3A,Big Data Service,IL2|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-8074BF72,VCN,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-E236A2C6,KMS,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-4E047B87,Streaming,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-116E68F1,FastConnect,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-77B05CD5,Big Data Service,IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-C182526B,WAF,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-AD82104A,Monitoring,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-A53CF96A,Data Safe,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-41E6AD10,Object Storage,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-D9298C4B,KMS,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-67C0C5CF,Load Balancer,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-0F90D3C9,Load Balancer,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-631DBC0B,Exadata,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-50363871,KMS,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-9D738377,Compute,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-FAAD99F2,Monitoring,IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-A055839A,IAM,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-E57BFB40,Object Storage,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-47C16508,Compute,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-4F6EEA67,Block Volume,IL2|IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-5CCE4D9A,Compute,IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-D678CF80,Data Flow,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-20CF1438,Compute,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-C997F7CC,FastConnect,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-FE2D33EA,Data Flow,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-A3D4B196,WAF,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-B987CC19,FastConnect,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-1A7F1BB7,IAM,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-CCEB3B06,VCN,IL2|IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-E134172A,Logging,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-886FD26C,Data Safe,IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-EAD62A88,KMS,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-CC5A3204,Big Data Service,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-9B2DE903,Streaming,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-98D8FE99,Object Storage,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-C2E9175E,IAM,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-A4F1F58A,WAF,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-3BF58207,Monitoring,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-80F11E2C,IAM,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-94E413AD,API Gateway,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-CB42808C,Big Data Service,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-5214B621,WAF,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-F25A9A9D,Big Data Service,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-DEF2ADDD,VCN,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-88A7EA22,Object Storage,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-09E2539A,IAM,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-679A9B0A,Monitoring,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-F967F46B,Data Flow,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-EEF95899,Big Data Service,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-C70B7CC4,Data Safe,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-E8B9B618,Exadata,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-4A5A2695,IAM,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-F25FA41F,Block Volume,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-537E8D74,Data Flow,IL2|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-26A9A946,IAM,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-CDCB28F6,FastConnect,IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-84EE91D6,IAM,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-D7EC94C5,Block Volume,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-AAFAEC09,IAM,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-E1851611,IAM,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-0E1F42F0,Logging,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-A745FEAF,Streaming,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-2D03330F,Monitoring,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-3C1E11A8,Logging,IL2|IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-78F5B6A0,Autonomous Database,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-C8260870,WAF,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-16D52397,API Gateway,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-DD2CB170,VCN,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-C5234319,Functions,IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-212CF7B4,Data Flow,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-350F4574,Big Data Service,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-B89F6E83,Load Balancer,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-3966D295,Object Storage,IL2|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-E43F5723,KMS,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-32865A12,API Gateway,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-E1D8A089,OKE,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-971D554C,Block Volume,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-9F0DA110,Data Safe,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-8473EDFC,Streaming,IL2|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-353DEDFE,Monitoring,IL2|IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-38500FFC,FastConnect,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-49719768,Autonomous Database,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-27CD6169,Exadata,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-939A749E,VCN,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-C772C31B,Object Storage,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-B245DC40,Object Storage,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-D6FD6460,Monitoring,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-072FCC92,Object Storage,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-548614FA,Functions,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-27FEE2B0,Autonomous Database,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-9137400A,Data Flow,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-72DF42D4,Compute,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-C5989301,Load Balancer,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-B2C108CC,VCN,IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-C26B2555,Streaming,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-92808E10,Compute,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-FEB2FC7C,Data Safe,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-AA17CE96,Autonomous Database,IL2|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-6CB08F6A,OKE,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-4C46A1AE,Compute,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-CCFADC7F,IAM,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-4F1DC215,API Gateway,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-80AAF605,Compute,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-0D80820E,Logging,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-9C10635C,Logging,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-80881ED9,OKE,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-037DB966,WAF,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-E009578D,Data Safe,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-B4A16D18,OKE,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-3F860436,KMS,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-4CBA985D,API Gateway,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-0C28CD6E,VCN,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-8073F786,Compute,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-F2154994,Exadata,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-E79C8992,IAM,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-E00B517A,API Gateway,IL2|IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-4ED66413,Functions,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-87460686,WAF,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-B414DF76,Data Flow,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-353A89F3,WAF,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-20C8F6EA,OKE,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-4F8125B2,OKE,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-74E485C7,Streaming,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-D4E93A33,Data Flow,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-91B8178D,OKE,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-750E4BE4,IAM,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-E29B80CA,Object Storage,IL2|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-C192E0C8,OKE,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-8AA559E1,Data Flow,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-38F027E1,KMS,IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-EC4E5B4F,Big Data Service,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-B4DDE04F,Exadata,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-796AE151,Logging,IL2|IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-15DDD727,Autonomous Database,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-2B521B44,KMS,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-3F76F9FD,Monitoring,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-1C8AC174,Block Volume,IL2|IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-B23D4E65,Monitoring,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-507C54B3,Streaming,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-4E193CC7,Load Balancer,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-2F9215F9,API Gateway,IL2|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-0BE65A19,Monitoring,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-B48CE0F4,Functions,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-31123202,Big Data Service,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-21F5A38A,API Gateway,IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-2F4FF1CD,Object Storage,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-E5B5F305,Object Storage,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-3351F553,Logging,IL2|IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-7678E1C0,Autonomous Database,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-5470A619,Autonomous Database,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-FED03E66,Monitoring,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-8C21EE5C,WAF,IL2|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-8380EC95,Functions,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-AB6D130A,FastConnect,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-D6698BE4,WAF,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-5DE62144,Data Flow,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-831EF95D,Streaming,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-1B77E0C6,Big Data Service,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-2F8BEFD1,IAM,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-0394A07F,IAM,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-B67BDC10,Exadata,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-CF3E2812,Monitoring,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-63E6704D,Logging,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-113963DB,Block Volume,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-57AB4CB4,Data Flow,IL2|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-57AEFFEB,Load Balancer,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-98DAC033,API Gateway,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-89BF1178,KMS,IL2|IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-A5E4234E,Load Balancer,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-040EA22B,API Gateway,IL2|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-5696E679,Data Flow,IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-9EAE3DF5,FastConnect,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-7DA8D410,Streaming,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-5F904D86,Object Storage,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-02D73D30,WAF,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-36A1C6E7,Data Flow,IL2|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-1605892A,Big Data Service,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-643EEBCB,Compute,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-DE6B14F5,KMS,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-2FE0640A,Streaming,IL2|IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-C743EC30,Object Storage,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-C2346D9D,Logging,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-884AC324,Exadata,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-2F753412,Functions,IL4|IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-4866FCDA,Compute,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-FEE20B9A,Compute,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-3CF22DEF,OKE,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-DC319522,Exadata,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-BED4ECC9,Data Flow,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-818796D7,Streaming,IL2|IL4|IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-54832AAF,Compute,IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-A371C44F,IAM,IL2|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-3B036F25,Autonomous Database,IL5|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-00F8BA8D,Logging,IL4,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-405BBE35,Compute,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-FF8DC0C7,OKE,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-1C2E40B7,Exadata,IL2,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-9A10531C,VCN,IL5,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-A687183C,API Gateway,IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-0D18E810,Block Volume,IL2|IL4|IL6,Approved,Section 5.3.1,Government compliance,High
EX-ORCL-5DB7F892,KMS,IL2,Approved,Section 5.3.1,Government compliance,High
