csOParentService,csoShortName,catalogitemNumber,csp,category,impactlevel,newService
Oracle Cloud Infrastructure Data Safe,Data Safe,ITEM-ORCL-00140,oracle,,IL2|IL4,FALSE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00141,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00142,oracle,,IL4|IL5,TRUE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00143,oracle,,IL6,FALSE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00144,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00145,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00146,oracle,,IL2|IL4,FALSE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00147,oracle,,IL2|IL4|IL6,TRUE
Oracle Cloud Infrastructure Streaming,Streaming,ITEM-ORCL-00148,oracle,,IL5|IL6,FALSE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00149,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00150,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00151,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00152,oracle,,IL5|IL6,FALSE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00153,oracle,,IL4|IL6,FALSE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00154,oracle,,IL2|IL4|IL5,FALSE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00155,oracle,,IL2|IL5,TRUE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00156,oracle,,IL2|IL4,TRUE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00157,oracle,,IL4|IL6,TRUE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00158,oracle,,IL2|IL6,TRUE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00159,oracle,,IL4|IL5|IL6,TRUE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00160,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00161,oracle,,IL4|IL5,TRUE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00162,oracle,,IL4,FALSE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00163,oracle,,IL2|IL4|IL5,FALSE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00164,oracle,,IL4,FALSE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00165,oracle,,IL5|IL6,TRUE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00166,oracle,,IL5,FALSE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00167,oracle,,IL5|IL6,TRUE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00168,oracle,,IL2|IL6,TRUE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00169,oracle,,IL2|IL6,TRUE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00170,oracle,,IL4,FALSE
Oracle Cloud Infrastructure Streaming,Streaming,ITEM-ORCL-00171,oracle,,IL2|IL4,TRUE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00172,oracle,,IL2|IL5,FALSE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00173,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00174,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure API Gateway,API Gateway,ITEM-ORCL-00175,oracle,,IL2|IL5,TRUE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00176,oracle,,IL4|IL5|IL6,TRUE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00177,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Streaming,Streaming,ITEM-ORCL-00178,oracle,,IL6,FALSE
Oracle Cloud Infrastructure Data Flow,Data Flow,ITEM-ORCL-00179,oracle,,IL2|IL5,TRUE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00180,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00181,oracle,,IL4|IL6,FALSE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00182,oracle,,IL2|IL5|IL6,TRUE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00183,oracle,,IL4|IL5|IL6,TRUE
Oracle Cloud Infrastructure Data Flow,Data Flow,ITEM-ORCL-00184,oracle,,IL2|IL6,TRUE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00185,oracle,,IL2|IL4|IL5,TRUE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00186,oracle,,IL2|IL6,TRUE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00187,oracle,,IL4|IL5|IL6,TRUE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00188,oracle,,IL4|IL6,TRUE
Oracle Cloud Infrastructure Data Flow,Data Flow,ITEM-ORCL-00189,oracle,,IL2|IL6,TRUE
Oracle Cloud Infrastructure Data Flow,Data Flow,ITEM-ORCL-00190,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00191,oracle,,IL6,FALSE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00192,oracle,,IL4,TRUE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00193,oracle,,IL5|IL6,TRUE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00194,oracle,,IL2|IL5,TRUE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00195,oracle,,IL5|IL6,FALSE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00196,oracle,,IL4|IL5|IL6,TRUE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00197,oracle,,IL2|IL6,FALSE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00198,oracle,,IL4,TRUE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00199,oracle,,IL2|IL6,FALSE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00200,oracle,,IL4|IL5,FALSE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00201,oracle,,IL2|IL6,TRUE
Oracle Cloud Infrastructure Identity and Access Management,IAM,ITEM-ORCL-00202,oracle,,IL2|IL5,FALSE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00203,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Data Flow,Data Flow,ITEM-ORCL-00204,oracle,,IL6,FALSE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00205,oracle,,IL4|IL5|IL6,FALSE
Oracle Cloud Infrastructure API Gateway,API Gateway,ITEM-ORCL-00206,oracle,,IL2|IL5,FALSE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00207,oracle,,IL4|IL5|IL6,TRUE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00208,oracle,,IL4|IL5,TRUE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00209,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Data Flow,Data Flow,ITEM-ORCL-00210,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00211,oracle,,IL5|IL6,FALSE
Oracle Cloud Infrastructure Streaming,Streaming,ITEM-ORCL-00212,oracle,,IL2|IL6,TRUE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00213,oracle,,IL6,TRUE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00214,oracle,,IL4|IL5,FALSE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00215,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Data Safe,Data Safe,ITEM-ORCL-00216,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00217,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00218,oracle,,IL4|IL5|IL6,FALSE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00219,oracle,,IL2|IL4,TRUE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00220,oracle,,IL4|IL5,FALSE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00221,oracle,,IL2|IL6,TRUE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00222,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00223,oracle,,IL4|IL5,TRUE
Oracle Cloud Infrastructure Identity and Access Management,IAM,ITEM-ORCL-00224,oracle,,IL5,FALSE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00225,oracle,,IL2|IL4|IL6,TRUE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00226,oracle,,IL6,FALSE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00227,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00228,oracle,,IL2|IL5,TRUE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00229,oracle,,IL6,TRUE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00230,oracle,,IL2|IL5,TRUE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00231,oracle,,IL2|IL6,TRUE
Oracle Cloud Infrastructure API Gateway,API Gateway,ITEM-ORCL-00232,oracle,,IL2|IL5,TRUE
Oracle Cloud Infrastructure Streaming,Streaming,ITEM-ORCL-00233,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Data Safe,Data Safe,ITEM-ORCL-00234,oracle,,IL2|IL4,TRUE
Oracle Cloud Infrastructure Data Safe,Data Safe,ITEM-ORCL-00235,oracle,,IL4|IL5|IL6,FALSE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00236,oracle,,IL6,TRUE
Oracle Cloud Infrastructure Data Safe,Data Safe,ITEM-ORCL-00237,oracle,,IL2|IL4|IL5,FALSE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00238,oracle,,IL2|IL5|IL6,TRUE
Oracle Cloud Infrastructure API Gateway,API Gateway,ITEM-ORCL-00239,oracle,,IL4|IL5|IL6,TRUE
Oracle Cloud Infrastructure Streaming,Streaming,ITEM-ORCL-00240,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00241,oracle,,IL2|IL4|IL5,FALSE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00242,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Data Safe,Data Safe,ITEM-ORCL-00243,oracle,,IL2|IL4|IL6,TRUE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00244,oracle,,IL2|IL6,FALSE
Oracle Cloud Infrastructure Data Flow,Data Flow,ITEM-ORCL-00245,oracle,,IL2|IL4,TRUE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00246,oracle,,IL4,TRUE
