csOParentService,csoShortName,catalogitemNumber,csp,category,impactlevel,newService
,Amazon SageMaker,ITEM-00055,aws,,IL5|IL6,TRUE
,Amazon DocumentDB,ITEM-00056,aws,,IL4|IL5,TRUE
,Amazon S3,ITEM-00057,aws,,IL6,FALSE
,Amazon Elasticache,ITEM-00058,aws,,IL6,TRUE
,AWS KMS,ITEM-00059,aws,,IL2|IL4|IL6,FALSE
,Amazon AppStream 2.0,ITEM-00060,aws,,IL2|IL6,FALSE
,Amazon Route 53,ITEM-00061,aws,,IL2|IL6,TRUE
,AWS Batch,ITEM-00062,aws,,IL4,TRUE
,Amazon Redshift,ITEM-00063,aws,,IL4,TRUE
,AWS Lake Formation,ITEM-00064,aws,,IL2,FALSE
,AWS Glue DataBrew,ITEM-00065,aws,,IL2,FALSE
,Amazon Redshift,ITEM-00066,aws,,IL2|IL5,TRUE
,Amazon DynamoDB,ITEM-00067,aws,,IL2|IL5,TRUE
,Amazon S3,ITEM-00068,aws,,IL6,TRUE
,Amazon Elasticache,ITEM-00069,aws,,IL4|IL5,TRUE
,Amazon CloudWatch,ITEM-00070,aws,,IL2|IL4|IL5,FALSE
,AWS Glue DataBrew,ITEM-00071,aws,,IL2|IL6,FALSE
,Amazon WorkSpaces,ITEM-00072,aws,,IL4|IL6,TRUE
,AWS Batch,ITEM-00073,aws,,IL2,FALSE
,Amazon VPC,ITEM-00074,aws,,IL4,TRUE
,AWS Batch,ITEM-00075,aws,,IL2|IL6,FALSE
,Amazon VPC,ITEM-00076,aws,,IL4,FALSE
,Amazon RDS,ITEM-00077,aws,,IL5,FALSE
,Amazon Neptune,ITEM-00078,aws,,IL4,FALSE
,Amazon CloudWatch,ITEM-00079,aws,,IL4,TRUE
,Amazon SQS,ITEM-00080,aws,,IL4|IL6,FALSE
,Amazon SageMaker,ITEM-00081,aws,,IL2|IL5|IL6,FALSE
,Amazon Athena,ITEM-00082,aws,,IL4,FALSE
,AWS Glue DataBrew,ITEM-00083,aws,,IL2|IL6,FALSE
,Amazon SNS,ITEM-00084,aws,,IL2|IL4|IL6,TRUE
,Amazon Athena,ITEM-00085,aws,,IL2|IL4|IL6,TRUE
,Amazon SNS,ITEM-00086,aws,,IL2|IL4|IL5,FALSE
,AWS Direct Connect,ITEM-00087,aws,,IL2|IL5,FALSE
,Amazon Elasticache,ITEM-00088,aws,,IL2|IL4,FALSE
,Amazon VPC,ITEM-00089,aws,,IL2|IL4|IL5,FALSE
,AWS WAF,ITEM-00090,aws,,IL2|IL6,TRUE
,Amazon AppStream 2.0,ITEM-00091,aws,,IL6,FALSE
,AWS Glue DataBrew,ITEM-00092,aws,,IL5,TRUE
,Amazon SNS,ITEM-00093,aws,,IL5|IL6,FALSE
,AWS Fargate,ITEM-00094,aws,,IL4,FALSE
,Amazon API Gateway,ITEM-00095,aws,,IL6,FALSE
,Amazon WorkSpaces,ITEM-00096,aws,,IL6,TRUE
,AWS Fargate,ITEM-00097,aws,,IL5|IL6,TRUE
,AWS Lake Formation,ITEM-00098,aws,,IL4|IL6,FALSE
,AWS Glue DataBrew,ITEM-00099,aws,,IL2|IL4|IL6,TRUE
,Amazon CloudWatch,ITEM-00100,aws,,IL6,FALSE
,Amazon QuickSight,ITEM-00101,aws,,IL2|IL4,FALSE
,AWS Fargate,ITEM-00102,aws,,IL2,TRUE
,Amazon Kinesis,ITEM-00103,aws,,IL4|IL5,TRUE
,AWS Glue,ITEM-00104,aws,,IL2|IL4|IL5,FALSE
,Amazon Neptune,ITEM-00105,aws,,IL2|IL4,TRUE
,Amazon MQ,ITEM-00106,aws,,IL4|IL5|IL6,FALSE
,AWS Fargate,ITEM-00107,aws,,IL2|IL4,FALSE
,AWS IAM,ITEM-00108,aws,,IL2|IL4|IL6,FALSE
,AWS Elastic Beanstalk,ITEM-00109,aws,,IL6,TRUE
,AWS KMS,ITEM-00110,aws,,IL2,TRUE
,Amazon Aurora,ITEM-00111,aws,,IL6,TRUE
,Amazon SageMaker,ITEM-00112,aws,,IL2,FALSE
,AWS Amplify,ITEM-00113,aws,,IL6,FALSE
,AWS Fargate,ITEM-00114,aws,,IL4|IL6,TRUE
,Amazon MQ,ITEM-00115,aws,,IL2|IL6,TRUE
,AWS WAF,ITEM-00116,aws,,IL5,TRUE
,AWS Glue,ITEM-00117,aws,,IL4|IL5|IL6,TRUE
,AWS Direct Connect,ITEM-00118,aws,,IL6,TRUE
,Amazon CloudFront,ITEM-00119,aws,,IL5,FALSE
,AWS Glue DataBrew,ITEM-00120,aws,,IL2,FALSE
,Amazon SageMaker,ITEM-00121,aws,,IL4,TRUE
,AWS Glue DataBrew,ITEM-00122,aws,,IL5|IL6,FALSE
,Amazon EC2,ITEM-00123,aws,,IL2|IL4|IL5,FALSE
,Amazon Aurora,ITEM-00124,aws,,IL2|IL4|IL6,TRUE
,AWS Glue DataBrew,ITEM-00125,aws,,IL2|IL4,TRUE
,Amazon EC2,ITEM-00126,aws,,IL5,FALSE
,Amazon S3,ITEM-00127,aws,,IL4|IL6,FALSE
,Amazon EC2,ITEM-00128,aws,,IL2,TRUE
,Amazon DynamoDB,ITEM-00129,aws,,IL2,FALSE
,Amazon S3,ITEM-00130,aws,,IL6,FALSE
,Amazon Aurora,ITEM-00131,aws,,IL2,TRUE
,AWS WAF,ITEM-00132,aws,,IL2|IL4|IL6,FALSE
,Amazon QuickSight,ITEM-00133,aws,,IL6,FALSE
,Amazon VPC,ITEM-00134,aws,,IL2|IL4|IL5,TRUE
,Amazon VPC,ITEM-00135,aws,,IL6,FALSE
,Amazon Route 53,ITEM-00136,aws,,IL4,TRUE
,Amazon SQS,ITEM-00137,aws,,IL6,TRUE
,AWS Fargate,ITEM-00138,aws,,IL2|IL4|IL6,FALSE
,Amazon DocumentDB,ITEM-00139,aws,,IL5,FALSE
,AWS Elastic Beanstalk,ITEM-00140,aws,,IL2|IL5,FALSE
,Amazon EKS,ITEM-00141,aws,,IL2|IL5|IL6,FALSE
,Amazon Elasticache,ITEM-00142,aws,,IL4,TRUE
,AWS IAM,ITEM-00143,aws,,IL2|IL4,FALSE
,Amazon WorkSpaces,ITEM-00144,aws,,IL5|IL6,TRUE
,AWS Direct Connect,ITEM-00145,aws,,IL2|IL4,TRUE
,AWS Lake Formation,ITEM-00146,aws,,IL6,FALSE
,Amazon API Gateway,ITEM-00147,aws,,IL4|IL5,TRUE
,Amazon Neptune,ITEM-00148,aws,,IL2|IL5,TRUE
,Amazon DynamoDB,ITEM-00149,aws,,IL5,TRUE
,Amazon DocumentDB,ITEM-00150,aws,,IL4|IL5,FALSE
,AWS Fargate,ITEM-00151,aws,,IL4|IL5,FALSE
,AWS Direct Connect,ITEM-00152,aws,,IL2,FALSE
,Amazon RDS,ITEM-00153,aws,,IL2|IL4|IL6,FALSE
,AWS Amplify,ITEM-00154,aws,,IL2|IL5,FALSE
,Amazon Athena,ITEM-00155,aws,,IL2|IL4|IL6,FALSE
,Amazon Athena,ITEM-00156,aws,,IL4|IL5,TRUE
,Amazon Route 53,ITEM-00157,aws,,IL2|IL5,TRUE
,Amazon Lightsail,ITEM-00158,aws,,IL4,TRUE
,Amazon Route 53,ITEM-00159,aws,,IL2|IL6,FALSE
,AWS WAF,ITEM-00160,aws,,IL2,FALSE
,Amazon RDS,ITEM-00161,aws,,IL2|IL5|IL6,TRUE
,Amazon WorkSpaces,ITEM-00162,aws,,IL5,FALSE
,AWS Amplify,ITEM-00163,aws,,IL4,TRUE
,Amazon API Gateway,ITEM-00164,aws,,IL2|IL4|IL5,TRUE
,Amazon Kinesis,ITEM-00165,aws,,IL4,FALSE
,Amazon WorkSpaces,ITEM-00166,aws,,IL2|IL4|IL6,TRUE
,AWS Lake Formation,ITEM-00167,aws,,IL2|IL6,TRUE
,Amazon MQ,ITEM-00168,aws,,IL4|IL5,TRUE
,Amazon CloudWatch,ITEM-00169,aws,,IL2|IL5,FALSE
,AWS Lake Formation,ITEM-00170,aws,,IL2|IL4|IL6,FALSE
,Amazon RDS,ITEM-00171,aws,,IL4,TRUE
,Amazon EC2,ITEM-00172,aws,,IL4,FALSE
,Amazon WorkSpaces,ITEM-00173,aws,,IL4|IL5|IL6,TRUE
,Amazon Route 53,ITEM-00174,aws,,IL2,FALSE
,AWS Batch,ITEM-00175,aws,,IL4|IL5,TRUE
,AWS Amplify,ITEM-00176,aws,,IL2|IL4,FALSE
,Amazon VPC,ITEM-00177,aws,,IL6,TRUE
,AWS WAF,ITEM-00178,aws,,IL2|IL4|IL6,TRUE
,Amazon ECS,ITEM-00179,aws,,IL4|IL6,FALSE
,Amazon EC2,ITEM-00180,aws,,IL2|IL4,TRUE
,Amazon SQS,ITEM-00181,aws,,IL4,TRUE
,Amazon EKS,ITEM-00182,aws,,IL5|IL6,FALSE
,Amazon MQ,ITEM-00183,aws,,IL2|IL4|IL6,FALSE
,AWS Lambda,ITEM-00184,aws,,IL4|IL5|IL6,FALSE
,AWS WAF,ITEM-00185,aws,,IL4,FALSE
,AWS IAM,ITEM-00186,aws,,IL2|IL4|IL6,FALSE
,AWS WAF,ITEM-00187,aws,,IL4|IL5,FALSE
,Amazon Aurora,ITEM-00188,aws,,IL4,FALSE
,Amazon WorkSpaces,ITEM-00189,aws,,IL2,TRUE
,AWS Elastic Beanstalk,ITEM-00190,aws,,IL4|IL6,FALSE
,Amazon DynamoDB,ITEM-00191,aws,,IL4|IL5|IL6,TRUE
,AWS Fargate,ITEM-00192,aws,,IL4,FALSE
,Amazon Route 53,ITEM-00193,aws,,IL2|IL5,FALSE
,Amazon Elasticache,ITEM-00194,aws,,IL2|IL5|IL6,TRUE
,Amazon Athena,ITEM-00195,aws,,IL2|IL5|IL6,FALSE
,Amazon Redshift,ITEM-00196,aws,,IL4,TRUE
,AWS Lambda,ITEM-00197,aws,,IL2|IL4|IL5,TRUE
,AWS Elastic Beanstalk,ITEM-00198,aws,,IL2|IL4|IL5,TRUE
,Amazon RDS,ITEM-00199,aws,,IL2|IL4,TRUE
,AWS KMS,ITEM-00200,aws,,IL4|IL5,FALSE
,Amazon MQ,ITEM-00201,aws,,IL2|IL4|IL5,TRUE
,AWS IAM,ITEM-00202,aws,,IL2,TRUE
,AWS Amplify,ITEM-00203,aws,,IL2|IL6,FALSE
,Amazon AppStream 2.0,ITEM-00204,aws,,IL2,FALSE
,AWS Batch,ITEM-00205,aws,,IL5,TRUE
,Amazon EKS,ITEM-00206,aws,,IL4,FALSE
,Amazon SQS,ITEM-00207,aws,,IL4|IL6,TRUE
,AWS Glue,ITEM-00208,aws,,IL4|IL5,FALSE
,AWS KMS,ITEM-00209,aws,,IL5,FALSE
,Amazon Elasticache,ITEM-00210,aws,,IL2|IL5,TRUE
,AWS WAF,ITEM-00211,aws,,IL2|IL4|IL6,TRUE
,Amazon AppStream 2.0,ITEM-00212,aws,,IL5,FALSE
,AWS Lambda,ITEM-00213,aws,,IL4|IL5|IL6,TRUE
,Amazon S3,ITEM-00214,aws,,IL4|IL5,TRUE
,Amazon SQS,ITEM-00215,aws,,IL4|IL6,FALSE
,Amazon Lightsail,ITEM-00216,aws,,IL4|IL6,TRUE
,Amazon Elasticache,ITEM-00217,aws,,IL2|IL5|IL6,TRUE
,Amazon ECS,ITEM-00218,aws,,IL2|IL5|IL6,FALSE
,AWS Amplify,ITEM-00219,aws,,IL2|IL4|IL6,TRUE
,Amazon Kinesis,ITEM-00220,aws,,IL5|IL6,TRUE
,AWS Amplify,ITEM-00221,aws,,IL2|IL4|IL5,FALSE
,Amazon WorkSpaces,ITEM-00222,aws,,IL2|IL4|IL5,FALSE
,AWS Step Functions,ITEM-00223,aws,,IL2,TRUE
,AWS AppSync,ITEM-00224,aws,,IL2|IL6,TRUE
,Amazon ECS,ITEM-00225,aws,,IL6,TRUE
,Amazon SQS,ITEM-00226,aws,,IL4|IL5|IL6,TRUE
,AWS Step Functions,ITEM-00227,aws,,IL2|IL5,TRUE
,Amazon CloudWatch,ITEM-00228,aws,,IL4|IL5|IL6,TRUE
,Amazon ECS,ITEM-00229,aws,,IL2,FALSE
,Amazon API Gateway,ITEM-00230,aws,,IL2|IL4|IL6,FALSE
,Amazon CloudWatch,ITEM-00231,aws,,IL2,FALSE
,Amazon S3,ITEM-00232,aws,,IL5,FALSE
,AWS Elastic Beanstalk,ITEM-00233,aws,,IL2|IL4|IL5,FALSE
,Amazon DocumentDB,ITEM-00234,aws,,IL2,TRUE
,AWS KMS,ITEM-00235,aws,,IL5,TRUE
,AWS IAM,ITEM-00236,aws,,IL2|IL4|IL6,FALSE
,Amazon Athena,ITEM-00237,aws,,IL5|IL6,FALSE
,Amazon S3,ITEM-00238,aws,,IL4|IL5|IL6,FALSE
,Amazon CloudFront,ITEM-00239,aws,,IL2|IL4|IL6,TRUE
,Amazon S3,ITEM-00240,aws,,IL2|IL4,TRUE
,Amazon Neptune,ITEM-00241,aws,,IL2|IL4|IL5,TRUE
,AWS Glue DataBrew,ITEM-00242,aws,,IL2|IL5,FALSE
,Amazon CloudFront,ITEM-00243,aws,,IL4|IL5|IL6,TRUE
,Amazon S3,ITEM-00244,aws,,IL4|IL5,FALSE
,Amazon Lightsail,ITEM-00245,aws,,IL2|IL4,TRUE
,Amazon API Gateway,ITEM-00246,aws,,IL2|IL4,TRUE
,AWS Lambda,ITEM-00247,aws,,IL2|IL4,TRUE
,Amazon DocumentDB,ITEM-00248,aws,,IL4|IL5,TRUE
,AWS Direct Connect,ITEM-00249,aws,,IL5|IL6,FALSE
,AWS Amplify,ITEM-00250,aws,,IL5,TRUE
,Amazon EKS,ITEM-00251,aws,,IL2|IL5,TRUE
,Amazon MQ,ITEM-00252,aws,,IL2,TRUE
,AWS Batch,ITEM-00253,aws,,IL4|IL5,TRUE
,AWS Direct Connect,ITEM-00254,aws,,IL2|IL4,FALSE
,Amazon Neptune,ITEM-00255,aws,,IL2|IL5|IL6,TRUE
,Amazon DocumentDB,ITEM-00256,aws,,IL2|IL4|IL6,FALSE
,AWS WAF,ITEM-00257,aws,,IL5,TRUE
,AWS WAF,ITEM-00258,aws,,IL2|IL4|IL5,TRUE
,AWS KMS,ITEM-00259,aws,,IL4,TRUE
,Amazon CloudFront,ITEM-00260,aws,,IL6,TRUE
,Amazon Neptune,ITEM-00261,aws,,IL4|IL5,TRUE
,AWS AppSync,ITEM-00262,aws,,IL2|IL4|IL6,FALSE
,Amazon Athena,ITEM-00263,aws,,IL4|IL5|IL6,FALSE
,Amazon QuickSight,ITEM-00264,aws,,IL5,FALSE
,Amazon ECS,ITEM-00265,aws,,IL4|IL6,TRUE
,Amazon AppStream 2.0,ITEM-00266,aws,,IL2|IL5|IL6,FALSE
,Amazon S3,ITEM-00267,aws,,IL6,TRUE
,Amazon API Gateway,ITEM-00268,aws,,IL6,TRUE
,Amazon VPC,ITEM-00269,aws,,IL2,FALSE
,Amazon RDS,ITEM-00270,aws,,IL2,FALSE
,AWS WAF,ITEM-00271,aws,,IL4,TRUE
,AWS Amplify,ITEM-00272,aws,,IL2,FALSE
,Amazon Lightsail,ITEM-00273,aws,,IL2|IL4|IL5,FALSE
,AWS Glue DataBrew,ITEM-00274,aws,,IL2|IL4|IL5,TRUE
,AWS Lake Formation,ITEM-00275,aws,,IL4|IL5,FALSE
,Amazon Redshift,ITEM-00276,aws,,IL5|IL6,FALSE
,AWS WAF,ITEM-00277,aws,,IL4|IL5,FALSE
,Amazon WorkSpaces,ITEM-00278,aws,,IL2,FALSE
,AWS Elastic Beanstalk,ITEM-00279,aws,,IL5|IL6,TRUE
,AWS Lake Formation,ITEM-00280,aws,,IL2|IL4|IL5,TRUE
,Amazon AppStream 2.0,ITEM-00281,aws,,IL2|IL4|IL6,TRUE
,AWS IAM,ITEM-00282,aws,,IL2|IL4|IL5,FALSE
,AWS WAF,ITEM-00283,aws,,IL4,FALSE
,Amazon EKS,ITEM-00284,aws,,IL2,TRUE
,Amazon EC2,ITEM-00285,aws,,IL2|IL5|IL6,TRUE
,AWS Fargate,ITEM-00286,aws,,IL6,FALSE
,Amazon RDS,ITEM-00287,aws,,IL4,TRUE
,AWS Lambda,ITEM-00288,aws,,IL2|IL4|IL5,FALSE
,AWS KMS,ITEM-00289,aws,,IL2|IL4|IL5,TRUE
,Amazon API Gateway,ITEM-00290,aws,,IL4,FALSE
,Amazon EC2,ITEM-00291,aws,,IL2|IL5|IL6,TRUE
,Amazon API Gateway,ITEM-00292,aws,,IL2|IL4|IL6,FALSE
,AWS Direct Connect,ITEM-00293,aws,,IL4|IL5,FALSE
,AWS Glue,ITEM-00294,aws,,IL2|IL4,FALSE
,AWS Glue DataBrew,ITEM-00295,aws,,IL2|IL4|IL5,TRUE
,AWS Lambda,ITEM-00296,aws,,IL4,TRUE
,Amazon DynamoDB,ITEM-00297,aws,,IL2|IL4|IL6,TRUE
,AWS IAM,ITEM-00298,aws,,IL2|IL5|IL6,TRUE
,AWS Elastic Beanstalk,ITEM-00299,aws,,IL6,TRUE
,Amazon Athena,ITEM-00300,aws,,IL2|IL4|IL6,TRUE
,Amazon DocumentDB,ITEM-00301,aws,,IL6,TRUE
,AWS Step Functions,ITEM-00302,aws,,IL4|IL5,FALSE
,Amazon AppStream 2.0,ITEM-00303,aws,,IL2|IL4|IL6,TRUE
,Amazon AppStream 2.0,ITEM-00304,aws,,IL2|IL6,FALSE
,Amazon Elasticache,ITEM-00305,aws,,IL4|IL5,TRUE
,AWS Step Functions,ITEM-00306,aws,,IL2|IL5|IL6,FALSE
,Amazon Route 53,ITEM-00307,aws,,IL2|IL5,FALSE
,Amazon Aurora,ITEM-00308,aws,,IL5,FALSE
,Amazon Kinesis,ITEM-00309,aws,,IL2|IL5|IL6,FALSE
,Amazon VPC,ITEM-00310,aws,,IL6,FALSE
,Amazon S3,ITEM-00311,aws,,IL5,FALSE
,Amazon Neptune,ITEM-00312,aws,,IL2|IL4|IL6,FALSE
,Amazon SNS,ITEM-00313,aws,,IL5,TRUE
,AWS Lake Formation,ITEM-00314,aws,,IL5|IL6,TRUE
,Amazon EC2,ITEM-00315,aws,,IL2|IL5|IL6,FALSE
,Amazon Neptune,ITEM-00316,aws,,IL6,TRUE
,AWS KMS,ITEM-00317,aws,,IL2|IL4,FALSE
,AWS Batch,ITEM-00318,aws,,IL2|IL6,FALSE
,AWS Lake Formation,ITEM-00319,aws,,IL2|IL5,FALSE
,AWS IAM,ITEM-00320,aws,,IL4|IL5|IL6,FALSE
,Amazon API Gateway,ITEM-00321,aws,,IL5|IL6,TRUE
,Amazon WorkSpaces,ITEM-00322,aws,,IL5|IL6,TRUE
,AWS Lake Formation,ITEM-00323,aws,,IL4,FALSE
,AWS Glue,ITEM-00324,aws,,IL2,TRUE
,AWS KMS,ITEM-00325,aws,,IL4,FALSE
,Amazon Neptune,ITEM-00326,aws,,IL5,FALSE
,AWS Elastic Beanstalk,ITEM-00327,aws,,IL5,TRUE
,Amazon QuickSight,ITEM-00328,aws,,IL5|IL6,TRUE
,Amazon VPC,ITEM-00329,aws,,IL2|IL5,FALSE
,AWS Fargate,ITEM-00330,aws,,IL4,FALSE
,Amazon Redshift,ITEM-00331,aws,,IL2|IL5,TRUE
,Amazon DynamoDB,ITEM-00332,aws,,IL4|IL5,TRUE
,Amazon WorkSpaces,ITEM-00333,aws,,IL4|IL6,TRUE
,Amazon API Gateway,ITEM-00334,aws,,IL2|IL6,TRUE
,AWS Amplify,ITEM-00335,aws,,IL2|IL5,TRUE
,AWS Lambda,ITEM-00336,aws,,IL4|IL5,TRUE
,Amazon SNS,ITEM-00337,aws,,IL4,TRUE
,Amazon SageMaker,ITEM-00338,aws,,IL2|IL5,FALSE
,Amazon WorkSpaces,ITEM-00339,aws,,IL2|IL6,FALSE
,Amazon QuickSight,ITEM-00340,aws,,IL2,TRUE
,Amazon SageMaker,ITEM-00341,aws,,IL4|IL6,FALSE
,AWS Amplify,ITEM-00342,aws,,IL2,TRUE
,AWS Step Functions,ITEM-00343,aws,,IL5,TRUE
,Amazon AppStream 2.0,ITEM-00344,aws,,IL2,FALSE
,Amazon SageMaker,ITEM-00345,aws,,IL6,TRUE
,Amazon EKS,ITEM-00346,aws,,IL4|IL5,TRUE
,Amazon S3,ITEM-00347,aws,,IL4,TRUE
,Amazon VPC,ITEM-00348,aws,,IL2|IL5,FALSE
,Amazon MQ,ITEM-00349,aws,,IL2|IL4|IL5,TRUE
,Amazon EKS,ITEM-00350,aws,,IL5,TRUE
,Amazon Kinesis,ITEM-00351,aws,,IL2|IL4|IL6,TRUE
,AWS KMS,ITEM-00352,aws,,IL2|IL4|IL6,TRUE
,Amazon WorkSpaces,ITEM-00353,aws,,IL2|IL4,FALSE
,Amazon API Gateway,ITEM-00354,aws,,IL5|IL6,TRUE
,Amazon Redshift,ITEM-00355,aws,,IL2|IL4,FALSE
,Amazon SNS,ITEM-00356,aws,,IL4|IL5|IL6,TRUE
,Amazon Neptune,ITEM-00357,aws,,IL4|IL5,FALSE
,Amazon Neptune,ITEM-00358,aws,,IL2,FALSE
,Amazon SQS,ITEM-00359,aws,,IL4|IL5|IL6,TRUE
,Amazon EKS,ITEM-00360,aws,,IL4|IL5|IL6,FALSE
,Amazon EC2,ITEM-00361,aws,,IL6,TRUE
,Amazon EC2,ITEM-00362,aws,,IL4|IL6,TRUE
,Amazon Redshift,ITEM-00363,aws,,IL4|IL5,FALSE
,AWS Amplify,ITEM-00364,aws,,IL2|IL5|IL6,TRUE
,AWS WAF,ITEM-00365,aws,,IL2|IL4|IL6,TRUE
,AWS AppSync,ITEM-00366,aws,,IL4|IL5,TRUE
,Amazon Kinesis,ITEM-00367,aws,,IL6,FALSE
,Amazon AppStream 2.0,ITEM-00368,aws,,IL4|IL5,FALSE
,Amazon DynamoDB,ITEM-00369,aws,,IL2,TRUE
,AWS Glue DataBrew,ITEM-00370,aws,,IL2|IL6,TRUE
,Amazon DocumentDB,ITEM-00371,aws,,IL2,FALSE
,Amazon RDS,ITEM-00372,aws,,IL2|IL5|IL6,FALSE
,Amazon CloudFront,ITEM-00373,aws,,IL4|IL6,TRUE
,Amazon CloudWatch,ITEM-00374,aws,,IL2|IL4|IL6,FALSE
,Amazon Lightsail,ITEM-00375,aws,,IL2|IL5|IL6,FALSE
,Amazon SageMaker,ITEM-00376,aws,,IL4,TRUE
,Amazon EC2,ITEM-00377,aws,,IL4,FALSE
,AWS Fargate,ITEM-00378,aws,,IL2|IL5|IL6,FALSE
,AWS Step Functions,ITEM-00379,aws,,IL4|IL5|IL6,TRUE
,Amazon Athena,ITEM-00380,aws,,IL5,FALSE
,Amazon MQ,ITEM-00381,aws,,IL2|IL5,FALSE
,Amazon Kinesis,ITEM-00382,aws,,IL5|IL6,FALSE
,Amazon Redshift,ITEM-00383,aws,,IL2|IL4|IL5,TRUE
,Amazon Route 53,ITEM-00384,aws,,IL6,TRUE
,AWS WAF,ITEM-00385,aws,,IL4,TRUE
,Amazon QuickSight,ITEM-00386,aws,,IL2|IL5,FALSE
,Amazon CloudFront,ITEM-00387,aws,,IL2|IL4|IL5,FALSE
,Amazon MQ,ITEM-00388,aws,,IL4|IL5,FALSE
,Amazon QuickSight,ITEM-00389,aws,,IL6,FALSE
,Amazon Neptune,ITEM-00390,aws,,IL2|IL4|IL5,FALSE
,Amazon EKS,ITEM-00391,aws,,IL2|IL5,FALSE
,Amazon DynamoDB,ITEM-00392,aws,,IL2|IL6,FALSE
,Amazon WorkSpaces,ITEM-00393,aws,,IL6,TRUE
,Amazon Athena,ITEM-00394,aws,,IL5|IL6,FALSE
,Amazon Lightsail,ITEM-00395,aws,,IL5|IL6,TRUE
,Amazon CloudFront,ITEM-00396,aws,,IL2|IL4,TRUE
,AWS Direct Connect,ITEM-00397,aws,,IL4|IL5|IL6,FALSE
,AWS Glue DataBrew,ITEM-00398,aws,,IL5,FALSE
,Amazon Aurora,ITEM-00399,aws,,IL4,TRUE
