csOParentService,csoShortName,catalogitemNumber,csp,category,impactlevel,newService
,,ITEM-00287,aws,,IL3,FALSE
,,ITEM-00288,aws,,IL2,FALSE
,,ITEM-00289,aws,,IL3,FALSE
,,ITEM-00290,aws,,IL5,FALSE
,,ITEM-00291,aws,,IL3,FALSE
,,ITEM-00292,aws,,IL2,FALSE
,,ITEM-00293,aws,,IL2,FALSE
,,ITEM-00294,aws,,IL4,FALSE
,,ITEM-00295,aws,,IL4,FALSE
,,ITEM-00296,aws,,IL5,FALSE
,,ITEM-00297,aws,,IL4,FALSE
,,ITEM-00298,aws,,IL2,FALSE
,,ITEM-00299,aws,,IL4,FALSE
,,ITEM-00300,aws,,IL3,FALSE
,,ITEM-00301,aws,,IL2,FALSE
,,ITEM-00302,aws,,IL4,FALSE
,,ITEM-00303,aws,,IL3,FALSE
,,ITEM-00304,aws,,IL3,FALSE
,,ITEM-00305,aws,,IL3,FALSE
,,ITEM-00306,aws,,IL2,FALSE
,,ITEM-00307,aws,,IL3,FALSE
,,ITEM-00308,aws,,IL2,FALSE
,,ITEM-00309,aws,,IL5,FALSE
,,ITEM-00310,aws,,IL3,FALSE
,,ITEM-00311,aws,,IL4,FALSE
,,ITEM-00312,aws,,IL4,FALSE
,,ITEM-00313,aws,,IL2,FALSE
,,ITEM-00314,aws,,IL3,FALSE
,,ITEM-00315,aws,,IL3,FALSE
,,ITEM-00316,aws,,IL5,FALSE
,,ITEM-00317,aws,,IL3,FALSE
,,ITEM-00318,aws,,IL4,FALSE
,,ITEM-00319,aws,,IL4,FALSE
,,ITEM-00320,aws,,IL2,FALSE
,,ITEM-00321,aws,,IL5,FALSE
,,ITEM-00322,aws,,IL2,FALSE
,,ITEM-00323,aws,,IL4,FALSE
,,ITEM-00324,aws,,IL5,FALSE
,,ITEM-00325,aws,,IL3,FALSE
,,ITEM-00326,aws,,IL4,FALSE
,,ITEM-00327,aws,,IL4,FALSE
,,ITEM-00328,aws,,IL5,FALSE
,,ITEM-00329,aws,,IL3,FALSE
,,ITEM-00330,aws,,IL3,FALSE
,,ITEM-00331,aws,,IL4,FALSE
,,ITEM-00332,aws,,IL4,FALSE
,,ITEM-00333,aws,,IL3,FALSE
,,ITEM-00334,aws,,IL3,FALSE
,,ITEM-00335,aws,,IL4,FALSE
,,ITEM-00336,aws,,IL4,FALSE
,,ITEM-00337,aws,,IL2,FALSE
,,ITEM-00338,aws,,IL3,FALSE
,,ITEM-00339,aws,,IL5,FALSE
,,ITEM-00340,aws,,IL2,FALSE
,,ITEM-00341,aws,,IL3,FALSE
,,ITEM-00342,aws,,IL2,FALSE
,,ITEM-00343,aws,,IL2,FALSE
,,ITEM-00344,aws,,IL3,FALSE
,,ITEM-00345,aws,,IL4,FALSE
,,ITEM-00346,aws,,IL2,FALSE
,,ITEM-00347,aws,,IL2,FALSE
,,ITEM-00348,aws,,IL3,FALSE
,,ITEM-00349,aws,,IL2,FALSE
,,ITEM-00350,aws,,IL5,FALSE
,,ITEM-00351,aws,,IL2,FALSE
,,ITEM-00352,aws,,IL5,FALSE
,,ITEM-00353,aws,,IL2,FALSE
,,ITEM-00354,aws,,IL4,FALSE
,,ITEM-00355,aws,,IL2,FALSE
,,ITEM-00356,aws,,IL5,FALSE
,,ITEM-00357,aws,,IL3,FALSE
,,ITEM-00358,aws,,IL4,FALSE
,,ITEM-00359,aws,,IL2,FALSE
,,ITEM-00360,aws,,IL3,FALSE
,,ITEM-00361,aws,,IL3,FALSE
,,ITEM-00362,aws,,IL5,FALSE
,,ITEM-00363,aws,,IL2,FALSE
,,ITEM-00364,aws,,IL2,FALSE
,,ITEM-00365,aws,,IL3,FALSE
,,ITEM-00366,aws,,IL3,FALSE
,,ITEM-00367,aws,,IL3,FALSE
,,ITEM-00368,aws,,IL5,FALSE
,,ITEM-00369,aws,,IL2,FALSE
,,ITEM-00370,aws,,IL4,FALSE
,,ITEM-00371,aws,,IL2,FALSE
,,ITEM-00372,aws,,IL4,FALSE
,,ITEM-00373,aws,,IL4,FALSE
,,ITEM-00374,aws,,IL3,FALSE
,,ITEM-00375,aws,,IL3,FALSE
,,ITEM-00376,aws,,IL4,FALSE
,,ITEM-00377,aws,,IL2,FALSE
,,ITEM-00378,aws,,IL4,FALSE
,,ITEM-00379,aws,,IL3,FALSE
,,ITEM-00380,aws,,IL3,FALSE
,,ITEM-00381,aws,,IL5,FALSE
,,ITEM-00382,aws,,IL3,FALSE
,,ITEM-00383,aws,,IL3,FALSE
,,ITEM-00384,aws,,IL4,FALSE
,,ITEM-00385,aws,,IL3,FALSE
,,ITEM-00386,aws,,IL2,FALSE
,,ITEM-00387,aws,,IL2,FALSE
,,ITEM-00388,aws,,IL3,FALSE
,,ITEM-00389,aws,,IL5,FALSE
,,ITEM-00390,aws,,IL5,FALSE
,,ITEM-00391,aws,,IL5,FALSE
,,ITEM-00392,aws,,IL2,FALSE
,,ITEM-00393,aws,,IL3,FALSE
,,ITEM-00394,aws,,IL4,FALSE
,,ITEM-00395,aws,,IL2,FALSE
,,ITEM-00396,aws,,IL2,FALSE
,,ITEM-00397,aws,,IL5,FALSE
,,ITEM-00398,aws,,IL4,FALSE
,,ITEM-00399,aws,,IL3,FALSE
,,ITEM-00400,aws,,IL4,FALSE
,,ITEM-00401,aws,,IL5,FALSE
,,ITEM-00402,aws,,IL4,FALSE
,,ITEM-00403,aws,,IL2,FALSE
,,ITEM-00404,aws,,IL3,FALSE
,,ITEM-00405,aws,,IL3,FALSE
,,ITEM-00406,aws,,IL4,FALSE
,,ITEM-00407,aws,,IL2,FALSE
,,ITEM-00408,aws,,IL4,FALSE
,,ITEM-00409,aws,,IL3,FALSE
,,ITEM-00410,aws,,IL2,FALSE
,,ITEM-00411,aws,,IL2,FALSE
,,ITEM-00412,aws,,IL4,FALSE
,,ITEM-00413,aws,,IL5,FALSE
,,ITEM-00414,aws,,IL4,FALSE
,,ITEM-00415,aws,,IL2,FALSE
,,ITEM-00416,aws,,IL5,FALSE
,,ITEM-00417,aws,,IL3,FALSE
,,ITEM-00418,aws,,IL4,FALSE
,,ITEM-00419,aws,,IL3,FALSE
,,ITEM-00420,aws,,IL3,FALSE
,,ITEM-00421,aws,,IL5,FALSE
,,ITEM-00422,aws,,IL3,FALSE
,,ITEM-00423,aws,,IL5,FALSE
,,ITEM-00424,aws,,IL5,FALSE
,,ITEM-00425,aws,,IL3,FALSE
,,ITEM-00426,aws,,IL2,FALSE
,,ITEM-00427,aws,,IL4,FALSE
,,ITEM-00428,aws,,IL5,FALSE
,,ITEM-00429,aws,,IL4,FALSE
,,ITEM-00430,aws,,IL5,FALSE
,,ITEM-00431,aws,,IL3,FALSE
,,ITEM-00432,aws,,IL5,FALSE
,,ITEM-00433,aws,,IL5,FALSE
,,ITEM-00434,aws,,IL2,FALSE
,,ITEM-00435,aws,,IL4,FALSE
,,ITEM-00436,aws,,IL5,FALSE
,,ITEM-00437,aws,,IL3,FALSE
,,ITEM-00438,aws,,IL4,FALSE
,,ITEM-00439,aws,,IL3,FALSE
,,ITEM-00440,aws,,IL2,FALSE
,,ITEM-00441,aws,,IL3,FALSE
,,ITEM-00442,aws,,IL5,FALSE
,,ITEM-00443,aws,,IL4,FALSE
,,ITEM-00444,aws,,IL4,FALSE
,,ITEM-00445,aws,,IL4,FALSE
,,ITEM-00446,aws,,IL3,FALSE
,,ITEM-00447,aws,,IL3,FALSE
,,ITEM-00448,aws,,IL2,FALSE
,,ITEM-00449,aws,,IL2,FALSE
,,ITEM-00450,aws,,IL3,FALSE
,,ITEM-00451,aws,,IL4,FALSE
,,ITEM-00452,aws,,IL5,FALSE
,,ITEM-00453,aws,,IL2,FALSE
,,ITEM-00454,aws,,IL2,FALSE
,,ITEM-00455,aws,,IL4,FALSE
,,ITEM-00456,aws,,IL5,FALSE
,,ITEM-00457,aws,,IL5,FALSE
,,ITEM-00458,aws,,IL4,FALSE
,,ITEM-00459,aws,,IL2,FALSE
,,ITEM-00460,aws,,IL3,FALSE
,,ITEM-00461,aws,,IL3,FALSE
,,ITEM-00462,aws,,IL4,FALSE
,,ITEM-00463,aws,,IL4,FALSE
,,ITEM-00464,aws,,IL3,FALSE
,,ITEM-00465,aws,,IL5,FALSE
,,ITEM-00466,aws,,IL4,FALSE
,,ITEM-00467,aws,,IL5,FALSE
,,ITEM-00468,aws,,IL3,FALSE
,,ITEM-00469,aws,,IL5,FALSE
,,ITEM-00470,aws,,IL5,FALSE
,,ITEM-00471,aws,,IL3,FALSE
,,ITEM-00472,aws,,IL3,FALSE
,,ITEM-00473,aws,,IL2,FALSE
,,ITEM-00474,aws,,IL4,FALSE
,,ITEM-00475,aws,,IL2,FALSE
,,ITEM-00476,aws,,IL2,FALSE
,,ITEM-00477,aws,,IL4,FALSE
,,ITEM-00478,aws,,IL3,FALSE
,,ITEM-00479,aws,,IL4,FALSE
,,ITEM-00480,aws,,IL3,FALSE
,,ITEM-00481,aws,,IL3,FALSE
,,ITEM-00482,aws,,IL3,FALSE
,,ITEM-00483,aws,,IL3,FALSE
,,ITEM-00484,aws,,IL2,FALSE
,,ITEM-00485,aws,,IL5,FALSE
,,ITEM-00486,aws,,IL4,FALSE
,,ITEM-00487,aws,,IL2,FALSE
,,ITEM-00488,aws,,IL5,FALSE
,,ITEM-00489,aws,,IL4,FALSE
,,ITEM-00490,aws,,IL5,FALSE
,,ITEM-00491,aws,,IL3,FALSE
,,ITEM-00492,aws,,IL3,FALSE
,,ITEM-00493,aws,,IL4,FALSE
,,ITEM-00494,aws,,IL4,FALSE
,,ITEM-00495,aws,,IL5,FALSE
,,ITEM-00496,aws,,IL4,FALSE
,,ITEM-00497,aws,,IL4,FALSE
,,ITEM-00498,aws,,IL3,FALSE
,,ITEM-00499,aws,,IL5,FALSE
,,ITEM-00500,aws,,IL5,FALSE
,,ITEM-00501,aws,,IL4,FALSE
,,ITEM-00502,aws,,IL3,FALSE
,,ITEM-00503,aws,,IL2,FALSE
,,ITEM-00504,aws,,IL2,FALSE
,,ITEM-00505,aws,,IL5,FALSE
,,ITEM-00506,aws,,IL2,FALSE
,,ITEM-00507,aws,,IL4,FALSE
,,ITEM-00508,aws,,IL5,FALSE
,,ITEM-00509,aws,,IL4,FALSE
,,ITEM-00510,aws,,IL4,FALSE
,,ITEM-00511,aws,,IL2,FALSE
,,ITEM-00512,aws,,IL3,FALSE
,,ITEM-00513,aws,,IL4,FALSE
,,ITEM-00514,aws,,IL5,FALSE
,,ITEM-00515,aws,,IL4,FALSE
,,ITEM-00516,aws,,IL5,FALSE
,,ITEM-00517,aws,,IL3,FALSE
,,ITEM-00518,aws,,IL2,FALSE
,,ITEM-00519,aws,,IL4,FALSE
,,ITEM-00520,aws,,IL2,FALSE
,,ITEM-00521,aws,,IL5,FALSE
,,ITEM-00522,aws,,IL5,FALSE
,,ITEM-00523,aws,,IL4,FALSE
,,ITEM-00524,aws,,IL2,FALSE
,,ITEM-00525,aws,,IL3,FALSE
,,ITEM-00526,aws,,IL3,FALSE
,,ITEM-00527,aws,,IL5,FALSE
,,ITEM-00528,aws,,IL4,FALSE
,,ITEM-00529,aws,,IL5,FALSE
,,ITEM-00530,aws,,IL4,FALSE
,,ITEM-00531,aws,,IL5,FALSE
,,ITEM-00532,aws,,IL5,FALSE
,,ITEM-00533,aws,,IL3,FALSE
,,ITEM-00534,aws,,IL2,FALSE
,,ITEM-00535,aws,,IL2,FALSE
,,ITEM-00536,aws,,IL2,FALSE
,,ITEM-00537,aws,,IL2,FALSE
,,ITEM-00538,aws,,IL2,FALSE
,,ITEM-00539,aws,,IL2,FALSE
,,ITEM-00540,aws,,IL3,FALSE
,,ITEM-00541,aws,,IL4,FALSE
,,ITEM-00542,aws,,IL2,FALSE
,,ITEM-00543,aws,,IL5,FALSE
,,ITEM-00544,aws,,IL2,FALSE
,,ITEM-00545,aws,,IL4,FALSE
,,ITEM-00546,aws,,IL3,FALSE
,,ITEM-00547,aws,,IL3,FALSE
,,ITEM-00548,aws,,IL2,FALSE
,,ITEM-00549,aws,,IL3,FALSE
,,ITEM-00550,aws,,IL4,FALSE
,,ITEM-00551,aws,,IL5,FALSE
,,ITEM-00552,aws,,IL2,FALSE
,,ITEM-00553,aws,,IL3,FALSE
,,ITEM-00554,aws,,IL3,FALSE
,,ITEM-00555,aws,,IL2,FALSE
,,ITEM-00556,aws,,IL3,FALSE
,,ITEM-00557,aws,,IL2,FALSE
,,ITEM-00558,aws,,IL3,FALSE
,,ITEM-00559,aws,,IL5,FALSE
,,ITEM-00560,aws,,IL4,FALSE
,,ITEM-00561,aws,,IL5,FALSE
,,ITEM-00562,aws,,IL2,FALSE
,,ITEM-00563,aws,,IL4,FALSE
,,ITEM-00564,aws,,IL2,FALSE
,,ITEM-00565,aws,,IL4,FALSE
,,ITEM-00566,aws,,IL5,FALSE
,,ITEM-00567,aws,,IL3,FALSE
,,ITEM-00568,aws,,IL5,FALSE
,,ITEM-00569,aws,,IL2,FALSE
,,ITEM-00570,aws,,IL5,FALSE
,,ITEM-00571,aws,,IL5,FALSE
,,ITEM-00572,aws,,IL4,FALSE
,,ITEM-00573,aws,,IL4,FALSE
,,ITEM-00574,aws,,IL4,FALSE
,,ITEM-00575,aws,,IL3,FALSE
,,ITEM-00576,aws,,IL4,FALSE
,,ITEM-00577,aws,,IL2,FALSE
,,ITEM-00578,aws,,IL5,FALSE
,,ITEM-00579,aws,,IL5,FALSE
,,ITEM-00580,aws,,IL5,FALSE
,,ITEM-00581,aws,,IL3,FALSE
,,ITEM-00582,aws,,IL3,FALSE
,,ITEM-00583,aws,,IL5,FALSE
,,ITEM-00584,aws,,IL2,FALSE
,,ITEM-00585,aws,,IL4,FALSE
,,ITEM-00586,aws,,IL5,FALSE
,,ITEM-00587,aws,,IL5,FALSE
,,ITEM-00588,aws,,IL2,FALSE
,,ITEM-00589,aws,,IL2,FALSE
,,ITEM-00590,aws,,IL2,FALSE
,,ITEM-00591,aws,,IL5,FALSE
,,ITEM-00592,aws,,IL4,FALSE
,,ITEM-00593,aws,,IL2,FALSE
,,ITEM-00594,aws,,IL2,FALSE
,,ITEM-00595,aws,,IL2,FALSE
,,ITEM-00596,aws,,IL2,FALSE
,,ITEM-00597,aws,,IL4,FALSE
,,ITEM-00598,aws,,IL3,FALSE
,,ITEM-00599,aws,,IL3,FALSE
